launch_flop,capture_flop,slack
_11071_,_10902_,0.963522
_11071_,_10904_,1.016380
_11071_,_10903_,1.040308
_11071_,_10896_,1.048047
_11071_,_10899_,1.060652
_11071_,_10898_,1.070236
_11071_,_10901_,1.077666
_11071_,_10900_,1.079672
_11071_,_10897_,1.149465
_11360_,_10286_,1.154121
_11360_,_10296_,1.154121
_11071_,_10890_,1.208894
_11071_,_10892_,1.221474
_10844_,_10261_,1.243430
_10844_,_10329_,1.243430
_10844_,_10361_,1.243430
_10844_,_10425_,1.243430
_10844_,_10489_,1.243430
_10844_,_10521_,1.243430
_10844_,_10553_,1.243430
_10844_,_10649_,1.243430
_10844_,_10681_,1.243430
_10844_,_10713_,1.243430
_10844_,_10745_,1.243430
_10844_,_10777_,1.243430
_10844_,_11215_,1.243430
_10844_,_11327_,1.243430
_10844_,_11359_,1.243430
_10844_,_11428_,1.243430
_10844_,_11534_,1.243430
_10844_,_11566_,1.243430
_10844_,_11598_,1.243430
_10844_,_11630_,1.243430
_10844_,_11697_,1.243430
_10844_,_11729_,1.243430
_10844_,_11761_,1.243430
_10844_,_11825_,1.243430
_10844_,_10457_,1.253005
_10844_,_11470_,1.253005
_10844_,_10585_,1.253007
_10844_,_11502_,1.253011
_10844_,_10393_,1.253067
_10844_,_11662_,1.253067
_10844_,_10617_,1.253113
_11071_,_10895_,1.258997
_11071_,_10894_,1.260388
_11360_,_10274_,1.272935
_10262_,_11041_,1.298460
_11071_,_10891_,1.298794
_10907_,_10958_,1.325874
_10907_,_10957_,1.328157
_11071_,_10893_,1.344551
_10844_,_10260_,1.359279
_10844_,_10328_,1.359279
_10844_,_10360_,1.359279
_10844_,_10424_,1.359279
_10844_,_10488_,1.359279
_10844_,_10520_,1.359279
_10844_,_10552_,1.359279
_10844_,_10648_,1.359279
_10844_,_10680_,1.359279
_10844_,_10712_,1.359279
_10844_,_10744_,1.359279
_10844_,_10776_,1.359279
_10844_,_11214_,1.359279
_10844_,_11326_,1.359279
_10844_,_11358_,1.359279
_10844_,_11427_,1.359279
_10844_,_11533_,1.359279
_10844_,_11565_,1.359279
_10844_,_11597_,1.359279
_10844_,_11629_,1.359279
_10844_,_11696_,1.359279
_10844_,_11728_,1.359279
_10844_,_11760_,1.359279
_10844_,_11824_,1.359279
_10844_,_10356_,1.360140
_10844_,_11529_,1.360140
_10844_,_10256_,1.360157
_10844_,_10324_,1.360157
_10844_,_10420_,1.360157
_10844_,_10484_,1.360157
_10844_,_10516_,1.360157
_10844_,_10548_,1.360157
_10844_,_10644_,1.360157
_10844_,_10676_,1.360157
_10844_,_10708_,1.360157
_10844_,_10740_,1.360157
_10844_,_10772_,1.360157
_10844_,_11210_,1.360157
_10844_,_11322_,1.360157
_10844_,_11354_,1.360157
_10844_,_11423_,1.360157
_10844_,_11561_,1.360157
_10844_,_11593_,1.360157
_10844_,_11625_,1.360157
_10844_,_11692_,1.360157
_10844_,_11724_,1.360157
_10844_,_11756_,1.360157
_10844_,_11820_,1.360157
_10262_,_11067_,1.362733
_10907_,_10954_,1.364714
_10844_,_10616_,1.369044
_10844_,_11501_,1.369049
_10844_,_10392_,1.369096
_10844_,_11661_,1.369095
_10844_,_10456_,1.369105
_10844_,_11469_,1.369105
_10844_,_10584_,1.369114
_10844_,_11497_,1.369982
_10844_,_10388_,1.370029
_10844_,_11657_,1.370028
_10844_,_10452_,1.370038
_10844_,_11465_,1.370038
_10844_,_10580_,1.370047
_10844_,_10612_,1.370074
_10844_,_10258_,1.383805
_10844_,_10326_,1.383805
_10844_,_10358_,1.383805
_10844_,_10422_,1.383805
_10844_,_10486_,1.383805
_10844_,_10518_,1.383805
_10844_,_10550_,1.383805
_10844_,_10646_,1.383805
_10844_,_10678_,1.383805
_10844_,_10710_,1.383805
_10844_,_10742_,1.383805
_10844_,_10774_,1.383805
_10844_,_11212_,1.383805
_10844_,_11324_,1.383805
_10844_,_11356_,1.383805
_10844_,_11425_,1.383805
_10844_,_11531_,1.383805
_10844_,_11563_,1.383805
_10844_,_11595_,1.383805
_10844_,_11627_,1.383805
_10844_,_11694_,1.383805
_10844_,_11726_,1.383805
_10844_,_11758_,1.383805
_10844_,_11822_,1.383805
_10262_,_11048_,1.385669
_10844_,_10357_,1.386673
_10844_,_11530_,1.386673
_10844_,_10257_,1.386679
_10844_,_10325_,1.386679
_10844_,_10421_,1.386679
_10844_,_10485_,1.386679
_10844_,_10517_,1.386679
_10844_,_10549_,1.386679
_10844_,_10645_,1.386679
_10844_,_10677_,1.386679
_10844_,_10709_,1.386679
_10844_,_10741_,1.386679
_10844_,_10773_,1.386679
_10844_,_11211_,1.386679
_10844_,_11323_,1.386679
_10844_,_11355_,1.386679
_10844_,_11424_,1.386679
_10844_,_11562_,1.386679
_10844_,_11594_,1.386679
_10844_,_11626_,1.386679
_10844_,_11693_,1.386679
_10844_,_11725_,1.386679
_10844_,_11757_,1.386679
_10844_,_11821_,1.386679
_10844_,_11499_,1.393537
_10844_,_10390_,1.393584
_10844_,_11659_,1.393584
_10844_,_10454_,1.393593
_10844_,_11467_,1.393593
_10844_,_10582_,1.393603
_10844_,_10614_,1.393629
_10844_,_11498_,1.396466
_10844_,_10389_,1.396513
_10844_,_11658_,1.396513
_10844_,_10453_,1.396523
_10844_,_11466_,1.396523
_10844_,_10581_,1.396532
_10844_,_10613_,1.396559
_10907_,_10955_,1.410411
_11071_,_10885_,1.414221
_10262_,_11049_,1.421386
_10262_,_11037_,1.426535
_10907_,_10968_,1.427049
_10907_,_10956_,1.429007
_10844_,_10259_,1.431484
_10844_,_10327_,1.431484
_10844_,_10359_,1.431484
_10844_,_10423_,1.431484
_10844_,_10487_,1.431484
_10844_,_10519_,1.431484
_10844_,_10551_,1.431484
_10844_,_10647_,1.431484
_10844_,_10679_,1.431484
_10844_,_10711_,1.431484
_10844_,_10743_,1.431484
_10844_,_10775_,1.431484
_10844_,_11213_,1.431484
_10844_,_11325_,1.431484
_10844_,_11357_,1.431484
_10844_,_11426_,1.431484
_10844_,_11532_,1.431484
_10844_,_11564_,1.431484
_10844_,_11596_,1.431484
_10844_,_11628_,1.431484
_10844_,_11695_,1.431484
_10844_,_11727_,1.431484
_10844_,_11759_,1.431484
_10844_,_11823_,1.431484
_11071_,_10889_,1.432319
_10907_,_10952_,1.439818
_10844_,_10455_,1.441200
_10844_,_11468_,1.441200
_10844_,_10583_,1.441202
_10844_,_11500_,1.441206
_10844_,_10615_,1.441210
_10844_,_10391_,1.441262
_10844_,_11660_,1.441262
_11360_,_10272_,1.457849
_10262_,_11431_,1.461562
_11360_,_10270_,1.470020
_10844_,_10255_,1.472427
_10844_,_10323_,1.472427
_10844_,_10355_,1.472427
_10844_,_10419_,1.472427
_10844_,_10483_,1.472427
_10844_,_10515_,1.472427
_10844_,_10547_,1.472427
_10844_,_10643_,1.472427
_10844_,_10675_,1.472427
_10844_,_10707_,1.472427
_10844_,_10739_,1.472427
_10844_,_10771_,1.472427
_10844_,_11209_,1.472427
_10844_,_11321_,1.472427
_10844_,_11353_,1.472427
_10844_,_11422_,1.472427
_10844_,_11528_,1.472427
_10844_,_11560_,1.472427
_10844_,_11592_,1.472427
