launch_flop,capture_flop,slack
_1874_,_1901_,1.057545
_1874_,_1900_,1.172485
_1920_,_1902_,1.260162
_1920_,_1903_,1.260162
_1920_,_1904_,1.260162
_1920_,_1905_,1.260162
_1920_,_1906_,1.260162
_1920_,_1908_,1.260162
_1920_,_1909_,1.260162
_1920_,_1911_,1.260162
_1920_,_1912_,1.260162
_1920_,_1913_,1.260162
_1920_,_1914_,1.260162
_1920_,_1915_,1.260162
_1920_,_1916_,1.260162
_1920_,_1917_,1.260162
_1920_,_1923_,1.260162
_1920_,_1925_,1.260162
_1920_,_1931_,1.260162
_1920_,_1930_,1.260220
_1874_,_1899_,1.261158
_1920_,_1907_,1.265478
_1920_,_1910_,1.265478
_1920_,_1918_,1.265478
_1920_,_1919_,1.265478
_1920_,_1920_,1.265478
_1920_,_1921_,1.265478
_1920_,_1922_,1.265478
_1920_,_1924_,1.265478
_1920_,_1926_,1.265478
_1920_,_1927_,1.265478
_1920_,_1928_,1.265478
_1920_,_1929_,1.265478
_1934_,_1822_,1.329046
_1903_,_1854_,1.380192
_1874_,_1897_,1.397822
_1874_,_1895_,1.410632
_1903_,_1932_,1.412445
_1934_,_1821_,1.421125
_1874_,_1871_,1.444536
_1874_,_1885_,1.594693
_1874_,_1898_,1.677393
_1867_,_1869_,1.695681
_1934_,_1808_,1.713823
_1934_,_1810_,1.716169
_1934_,_1819_,1.717984
_1874_,_1883_,1.751115
_1934_,_1807_,1.761280
_1874_,_1884_,1.766214
_1920_,_1855_,1.771744
_1874_,_1894_,1.777316
_1934_,_1820_,1.789302
_1934_,_1809_,1.790159
_1934_,_1817_,1.870901
_1934_,_1806_,1.874890
_1874_,_1889_,1.875043
_1874_,_1896_,1.882632
_1934_,_1818_,1.890909
_1874_,_1890_,1.950004
_1934_,_1816_,1.965436
_1874_,_1891_,1.965711
_1874_,_1893_,1.982671
_1874_,_1882_,1.995136
_1934_,_1813_,2.000952
_1874_,_1892_,2.036974
_1920_,_1933_,2.044942
_1934_,_1805_,2.164925
_1874_,_1880_,2.198783
_1934_,_1814_,2.236596
_1934_,_1812_,2.240943
_1934_,_1815_,2.256320
_1874_,_1888_,2.285865
_1874_,_1887_,2.372939
_1934_,_1811_,2.422203
_1934_,_1799_,2.464479
_1934_,_1801_,2.468988
_1934_,_1803_,2.479415
_1934_,_1802_,2.582112
_1934_,_1804_,2.584074
_1874_,_1881_,2.612124
_1874_,_1886_,2.650414
_1873_,_1879_,2.712975
_1857_,_1877_,2.722235
_1857_,_1875_,2.722302
_1857_,_1873_,2.722428
_1857_,_1874_,2.722428
_1857_,_1872_,2.759123
_1857_,_1876_,2.777599
_1857_,_1878_,2.782703
_1857_,_1856_,2.818084
_1934_,_1796_,2.891369
_1934_,_1798_,2.893620
_1934_,_1800_,2.917993
_1857_,_1852_,2.923884
_1857_,_1853_,2.929018
_1857_,_1823_,2.932155
_1857_,_1824_,2.932155
_1857_,_1825_,2.932155
_1857_,_1826_,2.932155
_1857_,_1827_,2.932155
_1857_,_1828_,2.932155
_1857_,_1829_,2.932155
_1857_,_1830_,2.932155
_1857_,_1831_,2.932155
_1857_,_1832_,2.932155
_1857_,_1833_,2.932155
_1857_,_1834_,2.932155
_1857_,_1835_,2.932155
_1857_,_1836_,2.932155
_1857_,_1837_,2.932155
_1857_,_1838_,2.932155
_1857_,_1839_,2.932155
_1857_,_1840_,2.932155
_1857_,_1841_,2.932155
_1857_,_1842_,2.932155
_1857_,_1843_,2.932155
_1857_,_1844_,2.932155
_1857_,_1845_,2.932155
_1857_,_1846_,2.932155
_1857_,_1847_,2.932155
_1857_,_1848_,2.932155
_1857_,_1849_,2.932155
_1857_,_1850_,2.932155
_1857_,_1851_,2.932155
_1857_,_1860_,2.996222
_1857_,_1862_,2.996224
_1934_,_1795_,3.004952
_1934_,_1797_,3.014357
_1857_,_1863_,3.029879
_1857_,_1868_,3.158187
_1867_,_1864_,3.227679
_1867_,_1866_,3.227679
_1867_,_1794_,3.248903
_1867_,_1935_,3.254070
_1867_,_1865_,3.398842
_1867_,_1934_,3.506995
_1857_,_1859_,3.522635
_1857_,_1861_,3.522635
_1867_,_1858_,3.643294
_1867_,_1870_,3.669695
_1865_,_1867_,3.775563
_1855_,_1855_,-0.047869
_1866_,_1866_,-0.044359
_1864_,_1864_,-0.041892
_1814_,_1815_,-0.032042
_1818_,_1819_,-0.031827
_1812_,_1813_,-0.030512
_1863_,_1858_,-0.028823
_1823_,_1823_,-0.028313
_1850_,_1850_,-0.026866
_1851_,_1851_,-0.026866
_1821_,_1822_,-0.026839
_1833_,_1833_,-0.021267
_1830_,_1830_,-0.021203
_1837_,_1837_,-0.021203
_1842_,_1842_,-0.021203
_1844_,_1844_,-0.021030
_1849_,_1849_,-0.020520
_1848_,_1848_,-0.019614
_1820_,_1821_,-0.018755
_1816_,_1817_,-0.018464
_1804_,_1805_,-0.015846
_1798_,_1799_,-0.015749
_1805_,_1806_,-0.015110
_1795_,_1796_,-0.014882
_1819_,_1820_,-0.014815
_1815_,_1816_,-0.014050
_1840_,_1840_,-0.013961
_1847_,_1847_,-0.013772
_1811_,_1812_,-0.012225
_1806_,_1807_,-0.010649
_1807_,_1808_,-0.009451
_1799_,_1800_,-0.008144
_1801_,_1802_,-0.008144
_1808_,_1809_,-0.007597
_1794_,_1795_,-0.007316
_1828_,_1828_,-0.006587
_1829_,_1829_,-0.006587
_1841_,_1841_,-0.006587
_1835_,_1835_,-0.006380
_1836_,_1836_,-0.005776
_1838_,_1838_,-0.005776
_1809_,_1810_,-0.005647
_1810_,_1811_,-0.005366
_1824_,_1824_,-0.004198
_1934_,_1935_,-0.002843
_1933_,_1933_,-0.001288
_1846_,_1846_,0.002040
_1843_,_1843_,0.006065
_1935_,_1794_,0.006304
_1859_,_1859_,0.007522
_1864_,_1870_,0.008361
_1813_,_1814_,0.009716
_1796_,_1797_,0.013760
_1833_,_1832_,0.016041
_1862_,_1862_,0.018079
_1922_,_1922_,0.018079
_1891_,_1891_,0.018935
_1928_,_1928_,0.019448
_1834_,_1834_,0.019675
_1802_,_1803_,0.020853
_1817_,_1818_,0.021952
_1840_,_1839_,0.023086
_1861_,_1861_,0.024278
_1797_,_1798_,0.024491
_1803_,_1804_,0.026145
_1872_,_1868_,0.027323
_1899_,_1899_,0.028510
_1800_,_1801_,0.028794
_1845_,_1845_,0.029660
_1828_,_1827_,0.030340
_1920_,_1920_,0.031815
_1831_,_1831_,0.032275
_1826_,_1826_,0.033211
_1908_,_1908_,0.033501
_1915_,_1915_,0.034120
_1890_,_1890_,0.034138
_1911_,_1911_,0.035445
_1902_,_1902_,0.035635
_1906_,_1906_,0.036095
_1852_,_1852_,0.036233
_1918_,_1918_,0.037985
_1931_,_1931_,0.039841
_1895_,_1895_,0.040306
_1825_,_1825_,0.040780
_1853_,_1853_,0.041049
_1912_,_1912_,0.041481
_1913_,_1913_,0.042332
_1860_,_1863_,0.043498
_1925_,_1925_,0.043970
_1904_,_1904_,0.045689
_1917_,_1917_,0.045715
_1879_,_1879_,0.047055
_1927_,_1927_,0.048871
_1926_,_1926_,0.049346
_1887_,_1887_,0.049490
_1914_,_1914_,0.050156
_1921_,_1921_,0.050832
_1905_,_1905_,0.051278
_1923_,_1923_,0.051373
_1883_,_1883_,0.052967
_1894_,_1894_,0.052967
_1934_,_1934_,0.052970
_1909_,_1909_,0.053386
_1916_,_1916_,0.054725
_1872_,_1872_,0.056690
_1910_,_1910_,0.058205
_1929_,_1929_,0.060226
_1884_,_1884_,0.060370
_1865_,_1865_,0.061819
_1858_,_1867_,0.062906
_1881_,_1881_,0.062982
_1860_,_1860_,0.063119
_1907_,_1907_,0.063971
_1896_,_1896_,0.064888
_1919_,_1919_,0.064997
_1924_,_1924_,0.065174
_1903_,_1903_,0.066569
_1901_,_1901_,0.069946
_1877_,_1877_,0.071775
_1888_,_1888_,0.072121
_1876_,_1876_,0.072443
