launch_flop,capture_flop,slack
_375063_,_384585_,1.356712
_375063_,_384696_,1.407261
_375063_,_384693_,1.416294
_375063_,_384692_,1.419576
_375063_,_384691_,1.430563
_375063_,_384694_,1.437266
_375063_,_384590_,1.447329
_375063_,_384588_,1.451013
_375063_,_384589_,1.462170
_375063_,_384695_,1.469052
_375063_,_384586_,1.470439
_375063_,_384698_,1.475164
_375063_,_384697_,1.475429
_375063_,_384687_,1.477146
_375063_,_384583_,1.481924
_375063_,_384587_,1.495701
_375063_,_384582_,1.496460
_375063_,_384689_,1.543804
_375063_,_384686_,1.559075
_375063_,_384581_,1.563914
_375063_,_384690_,1.595565
_375063_,_384579_,1.618396
_375063_,_384580_,1.619081
_375063_,_384584_,1.625786
_375066_,_384053_,1.696337
_375066_,_384052_,1.707691
_375066_,_384051_,1.746342
_375063_,_384688_,1.751666
_375272_,_383997_,1.779690
_375272_,_383998_,1.780553
_375063_,_384578_,1.793489
_375272_,_383999_,1.795793
_375063_,_384685_,1.807941
_375272_,_383995_,1.866956
_375272_,_383996_,1.882955
_375272_,_383994_,1.911081
_375063_,_384577_,1.916345
_375063_,_384684_,1.935340
_375272_,_383993_,1.977015
_375272_,_383992_,1.999225
_375066_,_384049_,2.001821
_375272_,_383991_,2.010094
_375066_,_384050_,2.013134
_375272_,_383984_,2.014288
_375063_,_384575_,2.020626
_375066_,_384048_,2.034400
_375066_,_384046_,2.042848
_375066_,_384047_,2.066902
_375272_,_383990_,2.108236
_375272_,_384644_,2.125383
_375272_,_384637_,2.125713
_375063_,_384576_,2.140912
_375272_,_384643_,2.149508
_375063_,_384574_,2.150912
_375272_,_383986_,2.154155
_375272_,_383989_,2.156522
_375066_,_384045_,2.162565
_375272_,_384641_,2.164748
_375272_,_384640_,2.171615
_375272_,_384639_,2.173495
_375272_,_384638_,2.177851
_375063_,_384683_,2.180989
_375053_,_384075_,2.202072
_375272_,_384642_,2.203841
_375053_,_384076_,2.223603
_375066_,_384044_,2.238996
_375066_,_383938_,2.239423
_375063_,_384573_,2.239631
_375272_,_384636_,2.248279
_375066_,_383934_,2.258956
_375272_,_383988_,2.262528
_375066_,_383943_,2.266955
_375063_,_383081_,2.269849
_375066_,_383945_,2.278903
_375066_,_383944_,2.284763
_375063_,_384682_,2.303852
_375053_,_384077_,2.309966
_375063_,_383084_,2.312708
_375066_,_383940_,2.316062
_375063_,_383082_,2.318044
_375063_,_383085_,2.327306
_375063_,_383083_,2.335013
_375066_,_383935_,2.339145
_375272_,_383985_,2.340949
_375053_,_384078_,2.343847
_375053_,_383967_,2.352871
_375053_,_384073_,2.354029
_375066_,_383942_,2.360724
_375066_,_383936_,2.365868
_375272_,_384635_,2.370244
_375053_,_384074_,2.370533
_375053_,_384079_,2.374355
_375053_,_384080_,2.387739
_375066_,_383939_,2.394216
_375272_,_384633_,2.398980
_375053_,_383916_,2.400070
_375066_,_383941_,2.405761
_375066_,_383937_,2.408741
_375272_,_383983_,2.422698
_375272_,_384634_,2.431901
_375053_,_383917_,2.432672
_375053_,_383915_,2.443247
_375053_,_384072_,2.451363
_375053_,_383918_,2.457631
_375053_,_383913_,2.460861
_375053_,_383914_,2.465621
_375272_,_383987_,2.466723
_375066_,_383932_,2.476891
_375066_,_384042_,2.479945
_375066_,_384043_,2.488950
_375063_,_383080_,2.494051
_375055_,_383970_,2.505962
_375053_,_383859_,2.506286
_375063_,_383192_,2.507894
_375055_,_383971_,2.509786
_375053_,_383969_,2.512673
_375055_,_383965_,2.514191
_375063_,_383193_,2.517691
_375063_,_383191_,2.521574
_375053_,_383972_,2.525375
_375053_,_383912_,2.527925
_375053_,_383968_,2.529311
_375053_,_383966_,2.529834
_375063_,_384681_,2.532411
_375053_,_384071_,2.551736
_375272_,_384632_,2.552895
_375063_,_383079_,2.563021
_375055_,_383964_,2.572619
_375055_,_383752_,2.573373
_375053_,_383865_,2.593689
_375063_,_384572_,2.600358
_375066_,_383618_,2.602322
_375063_,_383730_,2.605904
_375272_,_384631_,2.609137
_375053_,_383864_,2.610625
_375055_,_384021_,2.610868
_375063_,_383729_,2.620248
_375066_,_383931_,2.628290
_375066_,_384041_,2.630041
_375066_,_383933_,2.655286
_375053_,_383910_,2.657158
_375055_,_383753_,2.662201
_375053_,_383863_,2.663763
_375063_,_383078_,2.665824
_375063_,_383726_,2.668251
_375055_,_384020_,2.669430
