launch_flop,capture_flop,slack
_47278_,_56620_,1.553893
_47278_,_56481_,2.345405
_47278_,_57229_,2.407133
_47278_,_56479_,2.421730
_47278_,_56501_,2.424656
_47278_,_56483_,2.441680
_47278_,_56536_,2.464577
_47278_,_56534_,2.483398
_47278_,_57227_,2.484768
_47278_,_51228_,2.488919
_47278_,_56499_,2.502290
_47278_,_57231_,2.504664
_47278_,_56449_,2.520564
_47278_,_56503_,2.522257
_47278_,_51226_,2.566548
_47278_,_56538_,2.578577
_47278_,_51230_,2.586496
_47278_,_56533_,2.588040
_47278_,_56478_,2.588051
_47278_,_56444_,2.599766
_47278_,_56540_,2.604037
_47278_,_56498_,2.605554
_47278_,_51199_,2.619237
_47278_,_56509_,2.621366
_47278_,_56482_,2.625272
_47278_,_56457_,2.629726
_47278_,_56512_,2.629728
_47278_,_57226_,2.647009
_47278_,_56531_,2.647508
_47278_,_56476_,2.648836
_47278_,_57224_,2.648866
_47278_,_56496_,2.666381
_47278_,_56511_,2.666938
_47278_,_51225_,2.669825
_47278_,_51204_,2.679315
_47278_,_56456_,2.683439
_47278_,_56537_,2.687029
_47278_,_57230_,2.687036
_47278_,_56513_,2.689287
_47278_,_56458_,2.690574
_47278_,_56454_,2.702020
_47278_,_56514_,2.703855
_47278_,_56502_,2.704550
_47278_,_56459_,2.719449
_47278_,_51223_,2.730648
_47278_,_51201_,2.748162
_47278_,_51206_,2.753440
_47278_,_51229_,2.768782
_47278_,_51205_,2.783799
_47278_,_51202_,2.785412
_47278_,_56480_,2.812727
_47278_,_56535_,2.812729
_47278_,_57228_,2.812732
_47278_,_56510_,2.817949
_47278_,_56455_,2.829367
_47278_,_56500_,2.830269
_47278_,_51203_,2.847432
_47278_,_56532_,2.854381
_47278_,_56477_,2.854386
_47278_,_57225_,2.855752
_47278_,_56497_,2.873281
_47278_,_51227_,2.894485
_47278_,_51224_,2.937548
_47278_,_56450_,2.994944
_47280_,_54591_,2.997368
_47278_,_51200_,3.022638
_47278_,_56445_,3.074420
_47278_,_56541_,3.078587
_47280_,_56785_,3.209283
_47280_,_56466_,3.231581
_47280_,_56524_,3.239705
_47280_,_56469_,3.239721
_47280_,_56489_,3.257256
_47280_,_56453_,3.271975
_47280_,_57221_,3.304027
_47280_,_56470_,3.309619
_47280_,_51216_,3.321511
_47280_,_56471_,3.327073
_47280_,_56464_,3.342533
_47280_,_56474_,3.351376
_47280_,_57222_,3.352692
_47280_,_56529_,3.352744
_47280_,_56519_,3.356986
_47280_,_56473_,3.365361
_47280_,_56528_,3.365391
_47280_,_56521_,3.366331
_47280_,_56494_,3.370290
_47280_,_56525_,3.371356
_47280_,_56462_,3.371790
_47280_,_56468_,3.383115
_47280_,_56467_,3.387209
_47280_,_56526_,3.387429
_47280_,_56522_,3.388541
_47280_,_57219_,3.388816
_47280_,_56490_,3.389026
_47280_,_56488_,3.400727
_47280_,_56545_,3.401079
_47280_,_56491_,3.406303
_47280_,_56475_,3.407794
_47280_,_56547_,3.410871
_47280_,_56485_,3.411052
_47280_,_56517_,3.413876
_47280_,_51209_,3.415181
_47280_,_56472_,3.427391
_47280_,_51221_,3.434512
_47280_,_56493_,3.444497
_47280_,_51217_,3.453113
_47280_,_57218_,3.460939
_47280_,_51218_,3.470591
_47280_,_56530_,3.470803
_47280_,_56523_,3.471346
_47280_,_56544_,3.483461
_47280_,_56495_,3.488403
_47280_,_56527_,3.490403
_47280_,_57220_,3.490430
_47280_,_51211_,3.491807
