Design,placement_id,raw_nodes,cluster_nodes,compression_ratio,raw_degree,cluster_degree,center_shift
picorv32,picorv32_run_20260122_090936,8063,917,8.792802617230098,0.8170656083343668,2.776444929116685,0.023710089
picorv32,picorv32_run_20260122_091216,6877,862,7.977958236658933,1.0680529300567108,3.5058004640371228,0.05122367
picorv32,picorv32_run_20260122_091455,6429,899,7.151279199110123,0.9685798724529476,2.8342602892102335,0.047673937
picorv32,picorv32_run_20260122_091721,6600,877,7.525655644241733,0.9456060606060606,2.8369441277080956,0.029097533
picorv32,picorv32_run_20260122_092011,6429,871,7.381171067738232,0.9824233939959558,2.847301951779564,0.041079216
picorv32,picorv32_run_20260122_092311,6761,807,8.377942998760842,1.0699600650791303,3.452292441140025,0.04572536
picorv32,picorv32_run_20260122_092628,6812,908,7.502202643171806,1.0811802701115678,3.2048458149779737,0.033373658
picorv32,picorv32_run_20260122_092940,6600,946,6.976744186046512,0.9483333333333334,2.632135306553911,0.014539727
picorv32,picorv32_run_20260122_093630,6674,880,7.584090909090909,0.9504045549895115,2.852272727272727,0.037679806
picorv32,picorv32_run_20260122_111946,6674,893,7.473684210526316,0.9656877434821696,3.0638297872340425,0.039506074
picorv32,picorv32_run_20260122_112208,6674,889,7.507311586051744,0.9540005993407252,2.9448818897637796,0.038289454
picorv32,picorv32_run_20260122_112511,6573,824,7.976941747572815,1.0897611440742432,3.3592233009708736,0.046278264
picorv32,picorv32_run_20260122_113212,8063,908,8.879955947136564,0.819918144611187,2.907488986784141,0.04118506
picorv32,picorv32_run_20260122_123406,6573,916,7.175764192139738,1.0906739692682186,3.2925764192139737,0.034776196
picorv32,picorv32_run_20260122_124105,8063,871,9.257175660160735,0.8309562197693167,3.230769230769231,0.02578628
picorv32,picorv32_run_20260122_124437,6812,931,7.316863587540279,1.1061362301820317,3.3791621911922665,0.054664623
picorv32,picorv32_run_20260122_125001,6877,904,7.607300884955753,1.054820415879017,3.3650442477876106,0.045759782
picorv32,picorv32_run_20260122_125440,6600,910,7.252747252747253,0.9409090909090909,2.841758241758242,0.043952715
picorv32,picorv32_run_20260122_125920,6812,983,6.929806714140387,1.0951262477980035,3.2838250254323498,0.0579942
picorv32,picorv32_run_20260122_130308,6429,921,6.980456026058632,0.9735573184009955,2.753528773072747,0.05017853
picorv32,picorv32_run_20260122_130653,8063,900,8.95888888888889,0.8273595435941957,2.94,0.02024278
picorv32,picorv32_run_20260122_131054,6429,904,7.111725663716814,0.973401773215119,2.911504424778761,0.05754751
picorv32,picorv32_run_20260122_131504,6600,851,7.755581668625147,0.9401515151515152,2.808460634547591,0.04778924
picorv32,picorv32_run_20260122_132222,8063,911,8.850713501646542,0.828475753441647,2.9967069154774975,0.02574743
picorv32,picorv32_run_20260122_132743,8063,922,8.745119305856832,0.8220265409897061,2.7982646420824295,0.03318351
picorv32,picorv32_run_20260122_133246,6761,880,7.682954545454545,1.0655228516491644,3.2181818181818183,0.057116758
picorv32,picorv32_run_20260122_133902,8063,844,9.553317535545023,0.8370333622721071,3.322274881516588,0.024850814
picorv32,picorv32_run_20260122_134210,6573,872,7.537844036697248,1.1014757340635934,3.5642201834862384,0.067289636
picorv32,picorv32_run_20260122_140456,6600,874,7.551487414187643,0.9478787878787879,2.860411899313501,0.034076516
picorv32,picorv32_run_20260122_143707,6600,899,7.341490545050056,0.9454545454545454,2.7185761957730814,0.042507373
picorv32,picorv32_run_20260122_144144,6429,917,7.010905125408942,0.9665577850365531,2.74154852780807,0.052019197
picorv32,picorv32_run_20260122_144556,8063,881,9.152099886492621,0.8310802430857002,2.99205448354143,0.024685543
picorv32,picorv32_run_20260122_145652,8063,896,8.998883928571429,0.832072429616768,3.125,0.026067093
picorv32,picorv32_run_20260122_150655,6761,857,7.889148191365227,1.0798698417393877,3.484247374562427,0.06703693
picorv32,picorv32_run_20260122_151246,6877,870,7.9045977011494255,1.0699432892249527,3.528735632183908,0.041632146
picorv32,picorv32_run_20260122_151645,6600,890,7.415730337078652,0.9278787878787879,2.730337078651685,0.04240987
picorv32,picorv32_run_20260122_151943,6429,856,7.510514018691588,0.9785347643490434,3.0350467289719627,0.045902554
picorv32,picorv32_run_20260122_152316,6877,890,7.726966292134832,1.0539479424167515,3.1595505617977526,0.042914934
picorv32,picorv32_run_20260122_152639,6600,939,7.0287539936102235,0.945,2.698615548455804,0.040234584
picorv32,picorv32_run_20260122_153040,6429,860,7.475581395348837,0.9667133302224297,2.8209302325581396,0.008938007
picorv32,picorv32_run_20260122_153409,6812,885,7.697175141242938,1.0943922489724016,3.4214689265536724,0.027185658
