launch_flop,capture_flop,slack
_43518_,_52860_,2.368789
_43518_,_50831_,2.921920
_43518_,_52709_,3.035499
_43518_,_52764_,3.035501
_43518_,_52711_,3.111284
_43518_,_52766_,3.111318
_43518_,_53459_,3.111335
_43518_,_52729_,3.115013
_43518_,_53025_,3.122175
_43518_,_52731_,3.128950
_43518_,_47456_,3.230106
_43518_,_52700_,3.230639
_43518_,_52755_,3.231975
_43518_,_47458_,3.244218
_43518_,_47447_,3.281591
_43518_,_53462_,3.288068
_43518_,_52714_,3.288087
_43518_,_52769_,3.288086
_43518_,_52734_,3.305726
_43518_,_52784_,3.315714
_43518_,_52758_,3.325349
_43518_,_52708_,3.335941
_43518_,_52763_,3.335949
_43518_,_53461_,3.338111
_43518_,_52728_,3.353613
_43518_,_52712_,3.368196
_43518_,_52767_,3.368205
_43518_,_53460_,3.368239
_43518_,_52713_,3.368788
_43518_,_52768_,3.368812
_43518_,_52732_,3.385886
_43518_,_52733_,3.386438
_43518_,_47461_,3.394070
_43518_,_47450_,3.404858
_43518_,_52703_,3.407459
_43518_,_47455_,3.440592
_43518_,_52693_,3.454680
_43518_,_52710_,3.468584
_43518_,_52765_,3.468593
_43518_,_52725_,3.471754
_43518_,_52787_,3.471859
_43518_,_47459_,3.474164
_43518_,_47460_,3.474765
_43518_,_52706_,3.481443
_43518_,_53463_,3.484280
_43518_,_52715_,3.484300
_43518_,_52770_,3.484308
_43518_,_52730_,3.486359
_43518_,_52761_,3.491950
_43518_,_52735_,3.501970
_43518_,_52753_,3.518987
_43518_,_52698_,3.518995
_43518_,_47453_,3.560816
_43518_,_53458_,3.575897
_43518_,_52685_,3.586238
_43518_,_47462_,3.590280
_43518_,_52707_,3.597589
_43518_,_52762_,3.597589
_43518_,_47457_,3.601451
_43518_,_52701_,3.602340
_43518_,_52756_,3.602343
_43518_,_52752_,3.602971
_43518_,_52697_,3.603222
_43518_,_52724_,3.612037
_43518_,_52786_,3.612143
_43518_,_52757_,3.615988
_43518_,_52690_,3.619466
_43518_,_52760_,3.621682
_43518_,_52684_,3.626004
_43518_,_47448_,3.649082
_43518_,_52689_,3.659232
_43518_,_47454_,3.676879
_43518_,_47444_,3.686221
_43518_,_52781_,3.689031
_43518_,_52702_,3.696964
_43518_,_47452_,3.700935
_43520_,_53466_,3.706963
_43518_,_52695_,3.707310
_43518_,_52750_,3.707310
_43518_,_47445_,3.726645
_43518_,_52780_,3.728797
_43518_,_47439_,3.740121
_43518_,_47449_,3.743654
_43518_,_52705_,3.743914
_43518_,_47440_,3.749642
_43518_,_52749_,3.762155
_43518_,_52785_,3.767274
_43518_,_47442_,3.767959
_43518_,_52759_,3.778302
_43518_,_52704_,3.787697
_43520_,_52718_,3.795424
_43520_,_52773_,3.795423
_43518_,_52774_,3.806175
_43518_,_52751_,3.806585
_43518_,_52696_,3.806589
_43518_,_52719_,3.807478
_43520_,_52738_,3.821026
_43518_,_47446_,3.823815
_43520_,_52717_,3.829857
_43520_,_52772_,3.829875
_43520_,_53465_,3.829892
_43520_,_52716_,3.830574
_43520_,_52771_,3.830583
_43520_,_53464_,3.830632
_43520_,_52721_,3.831177
_43520_,_52776_,3.831203
_43520_,_53469_,3.831222
_43518_,_52694_,3.840994
_43518_,_47441_,3.844900
_43518_,_52699_,3.846246
_43518_,_52754_,3.846246
_43520_,_52737_,3.847517
_43520_,_52736_,3.848265
_43520_,_52741_,3.848852
_43518_,_53467_,3.869183
_43518_,_52739_,3.886842
_43520_,_53468_,3.900194
_43520_,_47465_,3.901608
_43520_,_53470_,3.901702
_43518_,_47451_,3.905915
_43518_,_47443_,3.914961
_43520_,_52722_,3.927277
_43520_,_47464_,3.935844
_43520_,_47463_,3.936542
_43520_,_47468_,3.937182
_43520_,_53471_,3.948600
_43518_,_47466_,3.975153
_43520_,_52720_,3.988689
_43520_,_52775_,3.988698
_43520_,_52777_,3.988832
_43520_,_52778_,4.010260
_43520_,_52740_,4.014261
_43520_,_52742_,4.014411
_43520_,_52743_,4.027843
_43520_,_52723_,4.038634
_43518_,_47470_,4.065462
_43520_,_47467_,4.094849
_43520_,_47469_,4.094997
_52653_,_52681_,4.886492
_52873_,_45422_,5.107994
_52873_,_45423_,5.107994
_52873_,_45424_,5.107994
_52873_,_45425_,5.107994
_52873_,_45426_,5.107994
_52873_,_45427_,5.107994
_52873_,_45428_,5.107994
_52873_,_45429_,5.107994
_52873_,_43566_,5.107999
_52873_,_43567_,5.107999
_52873_,_43568_,5.107999
_52873_,_43569_,5.107999
_52873_,_43570_,5.107999
_52873_,_43571_,5.107999
_52873_,_43572_,5.107999
_52873_,_43573_,5.107999
_52873_,_43806_,5.107999
_52873_,_43807_,5.107999
_52873_,_43808_,5.107999
_52873_,_43809_,5.107999
_52873_,_43810_,5.107999
_52873_,_43811_,5.107999
_52873_,_43812_,5.107999
_52873_,_43813_,5.107999
_52873_,_43886_,5.107999
_52873_,_43887_,5.107999
_52873_,_43888_,5.107999
_52873_,_43889_,5.107999
_52873_,_43890_,5.107999
_52873_,_43891_,5.107999
_52873_,_43892_,5.107999
_52873_,_43893_,5.107999
_52873_,_43966_,5.107999
_52873_,_43967_,5.107999
_52873_,_43968_,5.107999
_52873_,_43969_,5.107999
_52873_,_43970_,5.107999
_52873_,_43971_,5.107999
_52873_,_43972_,5.107999
_52873_,_43973_,5.107999
_52873_,_44206_,5.107999
_52873_,_44207_,5.107999
_52873_,_44208_,5.107999
_52873_,_44209_,5.107999
_52873_,_44210_,5.107999
_52873_,_44211_,5.107999
_52873_,_44212_,5.107999
_52873_,_44213_,5.107999
_52873_,_44286_,5.107999
_52873_,_44287_,5.107999
_52873_,_44288_,5.107999
_52873_,_44289_,5.107999
_52873_,_44290_,5.107999
_52873_,_44291_,5.107999
_52873_,_44292_,5.107999
_52873_,_44293_,5.107999
_52873_,_44366_,5.107999
_52873_,_44367_,5.107999
_52873_,_44368_,5.107999
_52873_,_44369_,5.107999
_52873_,_44370_,5.107999
_52873_,_44371_,5.107999
_52873_,_44372_,5.107999
_52873_,_44373_,5.107999
_52873_,_44446_,5.107999
_52873_,_44447_,5.107999
_52873_,_44448_,5.107999
_52873_,_44449_,5.107999
_52873_,_44450_,5.107999
_52873_,_44451_,5.107999
_52873_,_44452_,5.107999
_52873_,_44453_,5.107999
_52873_,_44518_,5.107995
_52873_,_44519_,5.107995
_52873_,_44520_,5.107995
_52873_,_44521_,5.107995
_52873_,_44522_,5.107995
_52873_,_44523_,5.107995
_52873_,_44524_,5.107995
_52873_,_44525_,5.107995
_52873_,_49104_,5.107994
_52873_,_49105_,5.107994
_52873_,_49106_,5.107994
_52873_,_49107_,5.107994
_52873_,_49108_,5.107994
_52873_,_49109_,5.107994
_52873_,_49110_,5.107994
_52873_,_49111_,5.107994
_52873_,_44598_,5.107999
_52873_,_44599_,5.107999
_52873_,_44600_,5.107999
_52873_,_44601_,5.107999
_52873_,_44602_,5.107999
_52873_,_44603_,5.107999
_52873_,_44604_,5.107999
_52873_,_44605_,5.107999
_52873_,_45502_,5.107999
_52873_,_45503_,5.107999
_52873_,_45504_,5.107999
_52873_,_45505_,5.107999
_52873_,_45506_,5.107999
_52873_,_45507_,5.107999
_52873_,_45508_,5.107999
_52873_,_45509_,5.107999
_52873_,_45742_,5.107999
_52873_,_45743_,5.107999
_52873_,_45744_,5.107999
_52873_,_45745_,5.107999
_52873_,_45746_,5.107999
_52873_,_45747_,5.107999
_52873_,_45748_,5.107999
_52873_,_45749_,5.107999
_52873_,_46286_,5.107999
_52873_,_46287_,5.107999
_52873_,_46288_,5.107999
_52873_,_46289_,5.107999
_52873_,_46290_,5.107999
_52873_,_46291_,5.107999
_52873_,_46292_,5.107999
_52873_,_46293_,5.107999
_52653_,_52682_,5.113495
_52873_,_45582_,5.114110
_52873_,_45583_,5.114110
_52873_,_45584_,5.114110
_52873_,_45585_,5.114110
_52873_,_45586_,5.114110
_52873_,_45587_,5.114110
_52873_,_45588_,5.114110
_52873_,_45589_,5.114110
_52873_,_45662_,5.114110
_52873_,_45663_,5.114110
_52873_,_45664_,5.114110
_52873_,_45665_,5.114110
_52873_,_45666_,5.114110
_52873_,_45667_,5.114110
_52873_,_45668_,5.114110
_52873_,_45669_,5.114110
_52873_,_45822_,5.114110
_52873_,_45823_,5.114110
_52873_,_45824_,5.114110
_52873_,_45825_,5.114110
_52873_,_45826_,5.114110
_52873_,_45827_,5.114110
_52873_,_45828_,5.114110
_52873_,_45829_,5.114110
_52873_,_45902_,5.114110
_52873_,_45903_,5.114110
_52873_,_45904_,5.114110
_52873_,_45905_,5.114110
_52873_,_45906_,5.114110
_52873_,_45907_,5.114110
_52873_,_45908_,5.114110
_52873_,_45909_,5.114110
_52873_,_45982_,5.114110
_52873_,_45983_,5.114110
_52873_,_45984_,5.114110
_52873_,_45985_,5.114110
_52873_,_45986_,5.114110
_52873_,_45987_,5.114110
_52873_,_45988_,5.114110
_52873_,_45989_,5.114110
_52873_,_46046_,5.114110
_52873_,_46047_,5.114110
_52873_,_46048_,5.114110
_52873_,_46049_,5.114110
_52873_,_46050_,5.114110
_52873_,_46051_,5.114110
_52873_,_46052_,5.114110
_52873_,_46053_,5.114110
_52873_,_46054_,5.114110
_52873_,_46055_,5.114110
_52873_,_46056_,5.114110
_52873_,_46057_,5.114110
_52873_,_46058_,5.114110
_52873_,_46059_,5.114110
_52873_,_46060_,5.114110
_52873_,_46061_,5.114110
_52873_,_46062_,5.114110
_52873_,_46063_,5.114110
_52873_,_46064_,5.114110
_52873_,_46065_,5.114110
_52873_,_46066_,5.114110
_52873_,_46067_,5.114110
_52873_,_46068_,5.114110
_52873_,_46069_,5.114110
_52873_,_46070_,5.114110
_52873_,_46071_,5.114110
_52873_,_46072_,5.114110
_52873_,_46073_,5.114110
_52873_,_46074_,5.114110
_52873_,_46075_,5.114110
_52873_,_46076_,5.114110
_52873_,_46077_,5.114110
_52873_,_46094_,5.114110
_52873_,_46095_,5.114110
_52873_,_46096_,5.114110
_52873_,_46097_,5.114110
_52873_,_46098_,5.114110
_52873_,_46099_,5.114110
_52873_,_46100_,5.114110
_52873_,_46101_,5.114110
_53459_,_52692_,5.167502
_52473_,_52664_,5.192390
_52473_,_52665_,5.192398
_52653_,_52677_,5.271118
_52653_,_52680_,5.284295
_50061_,_50063_,5.291914
_52473_,_52653_,5.302686
_50061_,_50062_,5.345036
_52873_,_49856_,5.347801
_52873_,_49857_,5.347795
_52873_,_49860_,5.347795
_52873_,_49861_,5.347796
_52873_,_50126_,5.347795
_52873_,_50129_,5.347795
_52873_,_50165_,5.347801
_52873_,_50166_,5.347795
_52873_,_50169_,5.347795
_52873_,_50170_,5.347796
_52873_,_50756_,5.347795
_52873_,_50759_,5.347795
_52873_,_50764_,5.347795
_52873_,_50767_,5.347795
_52873_,_51187_,5.347801
_52873_,_51188_,5.347795
_52873_,_51191_,5.347795
_52873_,_51192_,5.347796
_52873_,_51195_,5.347801
_52873_,_51196_,5.347795
_52873_,_51199_,5.347795
_52873_,_51200_,5.347796
_52873_,_51244_,5.347795
_52873_,_51247_,5.347795
_52873_,_51350_,5.347801
_52873_,_51351_,5.347795
_52873_,_51354_,5.347795
_52873_,_51355_,5.347796
_52873_,_52317_,5.347801
_52873_,_52318_,5.347795
_52873_,_52321_,5.347795
_52873_,_52322_,5.347796
_52873_,_52324_,5.347804
_52873_,_49858_,5.347841
_52873_,_49859_,5.347841
_52873_,_49862_,5.347841
_52873_,_49863_,5.347841
_52873_,_50125_,5.347841
_52873_,_50127_,5.347841
_52873_,_50128_,5.347841
_52873_,_50130_,5.347841
_52873_,_50131_,5.347841
_52873_,_50132_,5.347841
_52873_,_50167_,5.347841
_52873_,_50168_,5.347841
_52873_,_50171_,5.347841
_52873_,_50172_,5.347841
_52873_,_50755_,5.347841
_52873_,_50757_,5.347841
_52873_,_50758_,5.347841
_52873_,_50760_,5.347841
_52873_,_50761_,5.347841
_52873_,_50762_,5.347841
_52873_,_50763_,5.347841
_52873_,_50765_,5.347841
_52873_,_50766_,5.347841
_52873_,_50768_,5.347841
_52873_,_50769_,5.347841
_52873_,_50770_,5.347841
_52873_,_51189_,5.347841
_52873_,_51190_,5.347841
_52873_,_51193_,5.347841
_52873_,_51194_,5.347841
_52873_,_51197_,5.347841
_52873_,_51198_,5.347841
_52873_,_51201_,5.347841
_52873_,_51202_,5.347841
_52873_,_51243_,5.347841
_52873_,_51245_,5.347841
_52873_,_51246_,5.347841
_52873_,_51248_,5.347841
_52873_,_51249_,5.347841
_52873_,_51250_,5.347841
_52873_,_51352_,5.347841
_52873_,_51353_,5.347841
_52873_,_51356_,5.347841
_52873_,_51357_,5.347841
_52873_,_52319_,5.347841
_52873_,_52320_,5.347841
_52873_,_52323_,5.347841
_52473_,_52666_,5.364591
_52473_,_52669_,5.364606
_52473_,_52671_,5.364606
_52473_,_52674_,5.364606
_52473_,_52675_,5.364606
_52473_,_52678_,5.364601
_52473_,_52679_,5.364601
_52473_,_52667_,5.364612
_52473_,_52676_,5.364612
_52473_,_52670_,5.364623
_52873_,_43006_,5.369709
_52873_,_43007_,5.369709
_52873_,_43008_,5.369709
