launch_flop,capture_flop,slack
_1936_,_1926_,1.584079
_1936_,_1930_,1.584269
_1936_,_1948_,1.587204
_1936_,_1922_,1.594540
_1936_,_1947_,1.598097
_1936_,_1924_,1.616649
_1936_,_1950_,1.618725
_1923_,_1936_,1.621093
_1903_,_1918_,1.625601
_1936_,_1889_,1.625836
_1936_,_1951_,1.627221
_1903_,_1919_,1.643070
_1936_,_1927_,1.655093
_1936_,_1931_,1.655093
_1913_,_1945_,1.668113
_1913_,_1923_,1.668131
_1913_,_1941_,1.668157
_1913_,_1942_,1.668157
_1913_,_1943_,1.668157
_1913_,_1949_,1.668157
_1936_,_1874_,1.672379
_1913_,_1938_,1.673431
_1913_,_1946_,1.673431
_1913_,_1939_,1.673438
_1913_,_1929_,1.673470
_1913_,_1944_,1.673470
_1954_,_1841_,1.686403
_1903_,_1915_,1.732426
_1936_,_1932_,1.735629
_1936_,_1933_,1.736361
_1954_,_1842_,1.752606
_1936_,_1953_,1.762460
_1936_,_1928_,1.775321
_1903_,_1913_,1.785042
_1954_,_1836_,1.799728
_1923_,_1935_,1.809051
_1923_,_1952_,1.810352
_1894_,_1902_,1.818974
_1936_,_1934_,1.821021
_1954_,_1829_,1.837032
_1936_,_1925_,1.837792
_1936_,_1937_,1.837792
_1954_,_1840_,1.839463
_1903_,_1917_,1.840665
_1903_,_1921_,1.841112
_1936_,_1940_,1.843105
_1954_,_1831_,1.844021
_1954_,_1827_,1.872642
_1903_,_1911_,1.896037
_1903_,_1920_,1.896955
_1903_,_1891_,1.906012
_1954_,_1839_,1.917643
_1894_,_1901_,1.942607
_1903_,_1916_,1.946938
_1954_,_1826_,1.960065
_1894_,_1905_,1.969512
_1954_,_1828_,1.972170
_1903_,_1912_,1.982788
_1954_,_1837_,2.006149
_1903_,_1910_,2.040360
_1894_,_1900_,2.043064
_1903_,_1914_,2.069359
_1954_,_1838_,2.085473
_1913_,_1875_,2.120230
_1894_,_1903_,2.173809
_1954_,_1833_,2.190962
_1954_,_1835_,2.198063
_1954_,_1824_,2.221468
_1895_,_1907_,2.283989
_1903_,_1909_,2.299561
_1903_,_1908_,2.344750
_1954_,_1823_,2.386910
_1954_,_1825_,2.391670
_1895_,_1906_,2.406036
_1954_,_1834_,2.430349
_1893_,_1898_,2.456511
_1954_,_1822_,2.502886
_1893_,_1896_,2.545459
_1894_,_1899_,2.569608
_1954_,_1830_,2.594888
_1894_,_1897_,2.622159
_1954_,_1819_,2.628610
_1954_,_1832_,2.637739
_1877_,_1904_,2.699986
_1877_,_1893_,2.702333
_1954_,_1817_,2.702439
_1877_,_1894_,2.731150
_1877_,_1895_,2.759167
_1877_,_1892_,2.777302
_1954_,_1821_,2.818734
_1954_,_1820_,2.827197
_1877_,_1882_,2.986768
_1954_,_1815_,3.007243
_1954_,_1816_,3.022264
_1954_,_1814_,3.095785
_1877_,_1876_,3.112755
_1877_,_1883_,3.121120
_1877_,_1888_,3.128196
_1877_,_1846_,3.135634
_1877_,_1859_,3.135634
_1877_,_1843_,3.138009
_1877_,_1844_,3.138009
_1877_,_1845_,3.138009
_1877_,_1847_,3.138009
_1877_,_1848_,3.138009
_1877_,_1849_,3.138009
_1877_,_1850_,3.138009
_1877_,_1851_,3.138009
_1877_,_1852_,3.138009
_1877_,_1853_,3.138009
_1877_,_1854_,3.138009
_1877_,_1855_,3.138009
_1877_,_1856_,3.138009
_1877_,_1857_,3.138009
_1877_,_1858_,3.138009
_1877_,_1860_,3.138009
_1877_,_1861_,3.138009
_1877_,_1862_,3.138009
_1877_,_1863_,3.138009
_1877_,_1864_,3.138009
_1877_,_1865_,3.138009
_1877_,_1866_,3.138009
_1877_,_1867_,3.138009
_1877_,_1868_,3.138009
_1877_,_1869_,3.138009
_1877_,_1870_,3.138009
_1877_,_1871_,3.138009
_1877_,_1872_,3.138009
_1877_,_1873_,3.138009
_1877_,_1880_,3.142398
_1954_,_1818_,3.242527
_1877_,_1879_,3.287689
_1887_,_1955_,3.397507
_1885_,_1884_,3.456230
_1885_,_1886_,3.471292
_1887_,_1878_,3.497746
_1887_,_1885_,3.523727
_1877_,_1881_,3.611883
_1887_,_1954_,3.616590
_1887_,_1890_,3.670815
_1885_,_1887_,3.800403
_1885_,_1885_,-0.053801
_1875_,_1875_,-0.047869
_1841_,_1842_,-0.045846
_1886_,_1886_,-0.044359
_1953_,_1954_,-0.043619
_1879_,_1879_,-0.035672
_1832_,_1833_,-0.035299
_1838_,_1839_,-0.028173
_1818_,_1819_,-0.022540
_1851_,_1850_,-0.021713
_1853_,_1852_,-0.021713
_1857_,_1856_,-0.021713
_1863_,_1862_,-0.021713
_1884_,_1884_,-0.021659
_1852_,_1851_,-0.021649
_1861_,_1860_,-0.021649
_1862_,_1861_,-0.021649
_1866_,_1865_,-0.020056
_1872_,_1871_,-0.020056
_1883_,_1883_,-0.019380
_1836_,_1837_,-0.018464
_1954_,_1955_,-0.018348
_1824_,_1825_,-0.016969
_1831_,_1832_,-0.016882
_1828_,_1829_,-0.016771
_1837_,_1838_,-0.015494
_1882_,_1882_,-0.015384
_1840_,_1841_,-0.014602
_1864_,_1863_,-0.014214
_1870_,_1869_,-0.014214
_1871_,_1870_,-0.014214
_1835_,_1836_,-0.012602
_1826_,_1827_,-0.011827
_1834_,_1835_,-0.011736
_1833_,_1834_,-0.011465
_1829_,_1830_,-0.009591
_1814_,_1815_,-0.009460
_1819_,_1820_,-0.008415
_1825_,_1826_,-0.008362
_1869_,_1868_,-0.007687
_1839_,_1840_,-0.007433
_1855_,_1854_,-0.007029
_1821_,_1822_,-0.006599
_1860_,_1859_,-0.006296
_1858_,_1857_,-0.006280
_1854_,_1853_,-0.006217
_1868_,_1867_,-0.006217
_1844_,_1843_,-0.001178
_1856_,_1855_,-0.001178
