cd,cs,mw,bd,power_mW,wl_mm,skew_ns
68,17,254,148,32.504299999003855,225.27050166335187,0.5306237196977391
70,30,167,140,32.504299999003855,224.31097056532158,0.5359756456390941
69,30,249,144,32.504299999003855,224.5711678108243,0.5327347129806195
69,19,252,149,32.504299999003855,225.096471767803,0.5308605627562313
70,30,171,147,32.504299999003855,224.25730374926343,0.5364239541847176
69,21,252,144,32.504299999003855,224.96944299395489,0.5320396105129489
70,30,258,150,32.504299999003855,224.44345965730392,0.5331771539380629
69,18,258,146,32.504299999003855,225.19442459448186,0.5307796743053053
70,20,250,149,32.504299999003855,224.97460922837126,0.5315632373812719
70,30,224,143,32.504299999003855,224.43237084576523,0.5339339541459173
69,30,131,149,32.504299999003855,224.2195171300137,0.5433692808600988
70,30,246,145,32.504299999003855,224.4639099225222,0.5330108828589882
69,22,251,148,32.504299999003855,224.89288389214704,0.5320671456228282
69,27,278,146,32.504299999003855,224.751002724392,0.5325821241986249
70,29,214,147,32.504299999003855,224.41972281569952,0.5342881139071777
70,22,249,149,32.504299999003855,224.78774150957756,0.5325095865802716
69,30,174,144,32.504299999003855,224.38509526828113,0.5352032277046735
68,30,267,148,32.504299999003855,224.64980816342256,0.5326652087308256
