cd,cs,mw,bd,power_mW,wl_mm,skew_ns
70,29,199,142,2.7953846037899783,22.09454499887457,0.5012877863233169
70,18,249,141,2.7953846037899783,22.177332236467464,0.4998153772156726
70,30,167,140,2.7953846037899783,22.07024864613176,0.5040025537738666
70,29,207,144,2.7953846037899783,22.097724135419245,0.5010556319287366
70,27,147,149,2.7953846037899783,22.064164459273314,0.5065498305011671
70,20,226,149,2.7953846037899783,22.1500295988375,0.5000985479191769
70,30,216,134,2.7953846037899783,22.107123277607045,0.5007758897861964
70,13,221,141,2.7953846037899783,22.21620957868356,0.49938178029449115
70,30,171,147,2.7953846037899783,22.066476315436265,0.504055825648058
70,29,145,142,2.7953846037899783,22.058809229166854,0.5076313202043786
70,22,201,139,2.7953846037899783,22.133346860766054,0.5003604563843671
70,20,237,144,2.7953846037899783,22.16129215192627,0.5000117661065983
70,18,270,142,2.7953846037899783,22.18878284291289,0.49976849188126116
70,30,258,150,2.7953846037899783,22.117645702451725,0.5006367492564023
70,22,232,142,2.7953846037899783,22.1497115447064,0.5001184907042722
70,29,250,139,2.7953846037899783,22.128458913115672,0.5005392092632183
70,20,250,149,2.7953846037899783,22.164473651098618,0.4998335648930409
70,30,137,132,2.7953846037899783,22.05698355702151,0.5091867488022859
70,23,264,141,2.7953846037899783,22.1640326335677,0.4999063819073953
70,13,198,142,2.7953846037899783,22.200911210787694,0.4996952743930377
70,21,213,140,2.7953846037899783,22.14356278762425,0.5002315564883326
70,13,234,133,2.7953846037899783,22.231598847245838,0.4991598128312373
70,29,150,138,2.7953846037899783,22.065971717146734,0.5048872361591061
70,30,191,140,2.7953846037899783,22.08589275194162,0.503078891170919
70,29,133,143,2.7953846037899783,22.050137593606088,0.5093093797050271
70,20,205,139,2.7953846037899783,22.146258453979648,0.5001737089598438
70,13,250,139,2.7953846037899783,22.235623856182844,0.49891462540316717
70,28,176,144,2.7953846037899783,22.083196839062964,0.5030979979103444
70,29,186,146,2.7953846037899783,22.082587092584546,0.5033716627580304
70,30,199,136,2.7953846037899783,22.09466787981942,0.5011084571489773
70,19,209,148,2.7953846037899783,22.143688545335248,0.5001945560888179
70,23,210,137,2.7953846037899783,22.135181777247446,0.5002800771668378
70,22,207,134,2.7953846037899783,22.141751362480903,0.5002721494412814
69,30,174,144,2.801455971019139,22.079064134122838,0.5029843057776412
69,28,209,139,2.801455971019139,22.116726502179596,0.5007324231071628
69,30,203,144,2.801455971019139,22.09767273069355,0.5009010440118286
69,29,159,143,2.801455971019139,22.07538654145445,0.5034918733606409
69,30,148,147,2.801455971019139,22.058763265275196,0.503980661639945
69,19,244,147,2.801455971019139,22.173852704389933,0.49980827925701354
69,30,160,139,2.801455971019139,22.07433306526205,0.5034928798798961
69,21,209,139,2.801455971019139,22.149888242005684,0.5000848866127772
69,19,257,143,2.801455971019139,22.185265327906173,0.49966375479688213
69,30,249,144,2.801455971019139,22.125707246853878,0.5006041250616509
69,20,228,148,2.801455971019139,22.160055514091116,0.5000543966638401
69,19,252,149,2.801455971019139,22.176782138208072,0.4997615435257779
69,30,157,146,2.801455971019139,22.065864454108297,0.5034971915598931
69,29,130,144,2.801455971019139,22.05171425198751,0.5091117275844756
69,30,131,149,2.801455971019139,22.042463146976438,0.509261543554701
68,30,179,142,2.8045599272234547,22.09134549397143,0.5026161906675098
68,29,177,149,2.8045599272234547,22.08903612793582,0.5029557633691154
68,30,135,146,2.8045599272234547,22.057657205232008,0.5083022082006519
