cd,cs,mw,bd,power_mW,wl_mm,skew_ns
70,29,279,148,57.46212573959047,671.7083238590307,0.7159786611249553
70,26,269,146,57.46212573959047,672.3171134745553,0.7152775680843173
70,21,267,148,57.46212573959047,672.9694443837858,0.7148725806825654
70,28,251,144,57.46212573959047,672.1083669619065,0.7156654479951797
70,30,258,150,57.46212573959047,671.6208708636087,0.715999597639208
70,15,262,143,57.46212573959047,673.7606358080944,0.7141977358166348
70,22,249,149,57.46212573959047,672.945698898141,0.7149789667168249
70,20,254,146,57.46212573959047,673.2156413071774,0.7148284710304541
70,27,266,143,57.46212573959047,672.1934087286032,0.7153428865961317
70,13,269,145,57.46212573959047,674.0003876028029,0.7141498064346069
