cd,cs,mw,bd,power_mW,wl_mm,skew_ns
69,17,249,150,32.504299999003855,225.1592718741916,0.5306237196977391
69,17,249,150,32.504299999003855,225.1592718741916,0.5306237196977391
70,30,134,150,32.504299999003855,224.1116792967899,0.5431838390738146
70,30,134,150,32.504299999003855,224.1116792967899,0.5431838390738146
70,21,249,150,32.504299999003855,224.81546537392066,0.5324820514703923
68,30,246,150,32.504299999003855,224.59015702076786,0.5324989376517508
70,30,158,150,32.504299999003855,224.19079422480328,0.5405751513384464
70,30,160,150,32.504299999003855,224.19689837664757,0.5388387951255273
70,30,158,150,32.504299999003855,224.19079422480328,0.5405751513384464
70,30,156,150,32.504299999003855,224.18462957913502,0.5418800330202045
69,30,246,150,32.504299999003855,224.50871417252299,0.5325684419015447
69,30,235,150,32.504299999003855,224.48402624969629,0.5329426710762489
68,30,246,150,32.504299999003855,224.59015702076786,0.5324989376517508
70,19,249,150,32.504299999003855,224.98906376890966,0.5313030037136747
68,22,249,150,32.504299999003855,224.95147228063888,0.5319551945188812
70,30,246,150,32.504299999003855,224.41740718180452,0.5330108828589882
69,19,249,150,32.504299999003855,225.08060334516304,0.5308605627562313
69,18,249,150,32.504299999003855,225.1375991859937,0.5307736282705406
70,18,249,150,32.504299999003855,225.0460364297104,0.531216069227984
70,30,173,143,32.504299999003855,224.30031558100575,0.5358042082247336
70,30,160,150,32.504299999003855,224.19689837664757,0.5388387951255273
70,30,161,150,32.504299999003855,224.19992823219414,0.5381495152112739
70,20,249,150,32.504299999003855,224.96311332728965,0.5315632373812719
70,30,148,150,32.504299999003855,224.15933440962135,0.54243261921776
70,30,135,150,32.504299999003855,224.115822968322,0.5430841542389888
70,30,199,150,32.504299999003855,224.3056543822766,0.535260668082842
70,30,201,150,32.504299999003855,224.31078183746507,0.5346848420467144
70,30,161,150,32.504299999003855,224.19992823219414,0.5381495152112739
70,30,163,150,32.504299999003855,224.20594440250287,0.5375621424950032
70,30,167,150,32.504299999003855,224.21780741748103,0.5364239541847176
69,22,249,150,32.504299999003855,224.86989840909243,0.5320671456228282
70,30,148,150,32.504299999003855,224.15933440962135,0.54243261921776
70,30,199,150,32.504299999003855,224.3056543822766,0.535260668082842
70,30,135,150,32.504299999003855,224.115822968322,0.5430841542389888
70,30,173,150,32.504299999003855,224.2351981921465,0.5360717324803654
70,30,172,145,32.504299999003855,224.2787966010323,0.5358980619093164
70,30,235,150,32.504299999003855,224.3927292994788,0.5333851120336923
69,21,249,150,32.504299999003855,224.9069343195254,0.5320396105129489
69,22,244,150,32.504299999003855,224.85885347590738,0.5323522324720348
70,21,249,150,32.504299999003855,224.81546537392066,0.5324820514703923
69,21,249,150,32.504299999003855,224.9069343195254,0.5320396105129489
70,30,235,150,32.504299999003855,224.3927292994788,0.5333851120336923
70,30,165,150,32.504299999003855,224.21190368056313,0.5368723792364302
70,30,225,150,32.504299999003855,224.3695712531742,0.5337094252398414
70,30,163,150,32.504299999003855,224.20594440250287,0.5375621424950032
70,30,151,150,32.504299999003855,224.16894307118088,0.5420966249254566
70,30,164,150,32.504299999003855,224.20893106747846,0.5371961415462506
70,20,249,150,32.504299999003855,224.96311332728965,0.5315632373812719
70,19,249,150,32.504299999003855,224.98906376890966,0.5313030037136747
70,30,165,150,32.504299999003855,224.21190368056313,0.5368723792364302
70,30,225,150,32.504299999003855,224.3695712531742,0.5337094252398414
70,30,212,150,32.504299999003855,224.3383294122314,0.5341470664884836
70,17,249,150,32.504299999003855,225.0677003036939,0.5310661606551825
70,30,164,150,32.504299999003855,224.20893106747846,0.5371961415462506
70,30,167,150,32.504299999003855,224.21780741748103,0.5364239541847176
70,30,155,150,32.504299999003855,224.18152409308698,0.5420792950292
69,18,249,150,32.504299999003855,225.1375991859937,0.5307736282705406
70,30,210,150,32.504299999003855,224.33340015194963,0.5344637919197606
70,30,172,150,32.504299999003855,224.23233221069708,0.5361372624186189
69,30,235,150,32.504299999003855,224.48402624969629,0.5329426710762489
70,30,220,150,32.504299999003855,224.35771399130425,0.5340644897263062
70,30,149,150,32.504299999003855,224.16255419628624,0.5423480849527266
70,30,173,145,32.504299999003855,224.2816631763572,0.535832531971063
70,30,156,150,32.504299999003855,224.18462957913502,0.5418800330202045
69,30,244,150,32.504299999003855,224.50428428922186,0.5326983639227362
70,30,244,150,32.504299999003855,224.41297910012315,0.5331408048801796
69,30,244,150,32.504299999003855,224.50428428922186,0.5326983639227362
70,30,244,150,32.504299999003855,224.41297910012315,0.5331408048801796
69,20,249,150,32.504299999003855,225.0546423452857,0.5311207964238284
70,30,214,150,32.504299999003855,224.34322481178052,0.5340782700154113
69,19,249,150,32.504299999003855,225.08060334516304,0.5308605627562313
70,30,223,150,32.504299999003855,224.36485139442448,0.5338934814191741
70,30,172,150,32.504299999003855,224.23233221069708,0.5361372624186189
68,22,249,150,32.504299999003855,224.95147228063888,0.5319551945188812
70,17,249,150,32.504299999003855,225.0677003036939,0.5310661606551825
70,30,203,150,32.504299999003855,224.31587167064768,0.5346262699134371
70,30,172,145,32.504299999003855,224.2787966010323,0.5358980619093164
70,30,173,150,32.504299999003855,224.2351981921465,0.5360717324803654
69,22,246,150,32.504299999003855,224.86329035551208,0.5322390273000903
70,30,203,150,32.504299999003855,224.31587167064768,0.5346262699134371
70,30,221,150,32.504299999003855,224.36010089920194,0.5339277258760433
70,18,249,150,32.504299999003855,225.0460364297104,0.531216069227984
70,30,208,150,32.504299999003855,224.3284363902758,0.53448964703035
69,22,246,150,32.504299999003855,224.86329035551208,0.5322390273000903
70,30,208,150,32.504299999003855,224.3284363902758,0.53448964703035
70,30,149,150,32.504299999003855,224.16255419628624,0.5423480849527266
69,20,249,150,32.504299999003855,225.0546423452857,0.5311207964238284
69,22,244,150,32.504299999003855,224.85885347590738,0.5323522324720348
69,30,245,150,32.504299999003855,224.50650241082565,0.5326767846195836
70,30,245,150,32.504299999003855,224.41519631962382,0.533119225577027
70,30,212,150,32.504299999003855,224.3383294122314,0.5341470664884836
70,30,201,150,32.504299999003855,224.31078183746507,0.5346848420467144
70,30,130,150,32.504299999003855,224.1154887944638,0.5431572986482661
69,22,245,150,32.504299999003855,224.86107510068518,0.5323306531688822
69,22,249,150,32.504299999003855,224.86989840909243,0.5320671456228282
69,30,246,150,32.504299999003855,224.50871417252299,0.5325684419015447
70,30,246,150,32.504299999003855,224.41740718180452,0.5330108828589882
70,30,151,150,32.504299999003855,224.16894307118088,0.5420966249254566
70,30,173,143,32.504299999003855,224.30031558100575,0.5358042082247336
70,30,223,150,32.504299999003855,224.36485139442448,0.5338934814191741
70,30,214,150,32.504299999003855,224.34322481178052,0.5340782700154113
70,30,221,150,32.504299999003855,224.36010089920194,0.5339277258760433
70,30,173,145,32.504299999003855,224.2816631763572,0.535832531971063
70,30,210,150,32.504299999003855,224.33340015194963,0.5344637919197606
70,30,155,150,32.504299999003855,224.18152409308698,0.5420792950292
70,30,209,150,32.504299999003855,224.33092262453675,0.5344671817087029
69,22,245,150,32.504299999003855,224.86107510068518,0.5323306531688822
69,30,245,150,32.504299999003855,224.50650241082565,0.5326767846195836
70,30,245,150,32.504299999003855,224.41519631962382,0.533119225577027
70,30,220,150,32.504299999003855,224.35771399130425,0.5340644897263062
70,30,209,150,32.504299999003855,224.33092262453675,0.5344671817087029
70,30,130,150,32.504299999003855,224.1154887944638,0.5431572986482661
70,30,221,150,32.504299999003855,224.36010089920194,0.5339277258760433
70,30,173,150,32.504299999003855,224.2351981921465,0.5360717324803654
70,30,221,150,32.504299999003855,224.36010089920194,0.5339277258760433
70,30,199,150,32.504299999003855,224.3056543822766,0.535260668082842
70,30,156,150,32.504299999003855,224.18462957913502,0.5418800330202045
