launch_flop,capture_flop,slack
_353919_,_363516_,2.394347
_353919_,_362011_,2.408638
_353919_,_363087_,2.414425
_353919_,_362870_,2.424629
_353919_,_363084_,2.435836
_353919_,_363512_,2.437902
_353919_,_362809_,2.442095
_353919_,_362009_,2.446006
_353919_,_362871_,2.449049
_353919_,_363515_,2.450764
_353919_,_362652_,2.454369
_353919_,_362012_,2.468526
_353919_,_362872_,2.469068
_353919_,_362173_,2.469813
_353919_,_363086_,2.476869
_353919_,_362657_,2.477534
_353919_,_363513_,2.480865
_353919_,_362654_,2.482447
_353919_,_363514_,2.485534
_353919_,_362869_,2.485587
_353919_,_363517_,2.487917
_353919_,_362170_,2.489643
_353919_,_362656_,2.498325
_353919_,_363083_,2.499147
_353919_,_362172_,2.522270
_353919_,_362817_,2.528108
_353919_,_362811_,2.528260
_353919_,_363508_,2.534807
_353919_,_362007_,2.535116
_353919_,_362010_,2.541880
_353919_,_363301_,2.541914
_353919_,_362169_,2.542942
_353919_,_362867_,2.546000
_353919_,_362865_,2.546571
_353919_,_362653_,2.546781
_353919_,_363302_,2.555149
_353919_,_362171_,2.557426
_353919_,_362655_,2.561112
_353919_,_361947_,2.561653
_353919_,_363085_,2.563905
_353919_,_362818_,2.564752
_353919_,_362816_,2.571980
_353919_,_363081_,2.574468
_353919_,_362168_,2.579832
_353919_,_362866_,2.584618
_353919_,_362008_,2.585984
_353919_,_363297_,2.593194
_353919_,_361957_,2.593937
_353919_,_362650_,2.598306
_353919_,_361955_,2.602685
_353919_,_363511_,2.602813
_353919_,_362166_,2.603884
_353919_,_362868_,2.606228
_353919_,_363507_,2.610216
_353919_,_363031_,2.613971
_353919_,_362651_,2.617085
_353919_,_362648_,2.618033
_353919_,_363299_,2.618625
_353919_,_361949_,2.623581
_353919_,_362813_,2.627185
_353919_,_363510_,2.632139
_353919_,_363300_,2.633014
_353919_,_362815_,2.633338
_353919_,_363029_,2.633410
_353919_,_363026_,2.634918
_353919_,_363025_,2.640432
