launch_flop,capture_flop,slack
_1910_,_1937_,1.537963
_1954_,_1944_,1.550825
_1954_,_1940_,1.550886
_1954_,_1943_,1.550886
_1954_,_1945_,1.550886
_1954_,_1941_,1.556139
_1954_,_1962_,1.556139
_1954_,_1966_,1.556139
_1954_,_1942_,1.556152
_1954_,_1938_,1.556164
_1954_,_1946_,1.556164
_1954_,_1967_,1.556165
_1954_,_1939_,1.556199
_1954_,_1963_,1.556199
_1954_,_1964_,1.556199
_1954_,_1965_,1.556199
_1843_,_1857_,1.578628
_1843_,_1858_,1.594887
_1910_,_1936_,1.655836
_1955_,_1968_,1.683939
_1954_,_1950_,1.718697
_1954_,_1958_,1.718697
_1954_,_1951_,1.718723
_1954_,_1959_,1.718755
_1954_,_1949_,1.718759
_1954_,_1953_,1.718759
_1954_,_1954_,1.718759
_1954_,_1957_,1.718759
_1954_,_1961_,1.724012
_1954_,_1948_,1.724024
_1954_,_1956_,1.724037
_1954_,_1952_,1.724068
_1954_,_1947_,1.724074
_1954_,_1955_,1.724072
_1954_,_1960_,1.724072
_1843_,_1853_,1.731687
_1843_,_1856_,1.731742
_1955_,_1890_,1.735118
_1910_,_1935_,1.741587
_1843_,_1854_,1.843420
_1843_,_1855_,1.846596
_1910_,_1929_,1.913898
_1970_,_1837_,1.947138
_1910_,_1932_,1.954116
_1954_,_1969_,1.979292
_1910_,_1931_,2.005284
_1910_,_1930_,2.013737
_1970_,_1836_,2.063256
_1954_,_1891_,2.065845
_1970_,_1838_,2.073166
_1929_,_1905_,2.073284
_1843_,_1850_,2.097315
_1910_,_1927_,2.119629
_1843_,_1852_,2.123682
_1910_,_1928_,2.136406
_1970_,_1847_,2.150465
_1910_,_1934_,2.158293
_1970_,_1849_,2.189589
_1843_,_1848_,2.190328
_1910_,_1918_,2.215195
_1843_,_1851_,2.237188
_1910_,_1922_,2.267069
_1970_,_1844_,2.277746
_1910_,_1933_,2.278058
_1910_,_1923_,2.295336
_1910_,_1921_,2.348037
_1970_,_1843_,2.355926
_1970_,_1845_,2.365164
_1970_,_1835_,2.368434
_1910_,_1926_,2.379286
_1910_,_1919_,2.440684
_1910_,_1925_,2.464131
_1910_,_1924_,2.471007
_1970_,_1842_,2.545683
_1843_,_1846_,2.547502
_1910_,_1907_,2.577964
_1909_,_1912_,2.639276
_1970_,_1833_,2.662939
_1970_,_1834_,2.667465
_1910_,_1917_,2.711887
_1909_,_1914_,2.752073
_1893_,_1908_,2.758911
_1893_,_1910_,2.768761
_1893_,_1911_,2.768761
_1893_,_1920_,2.768761
_1893_,_1913_,2.771107
_1893_,_1909_,2.771111
_1893_,_1916_,2.771111
_1970_,_1841_,2.785097
_1893_,_1915_,2.827939
_1893_,_1892_,2.854957
_1970_,_1840_,2.999966
_1893_,_1904_,3.027704
_1970_,_1832_,3.059658
_1893_,_1898_,3.079076
_1970_,_1831_,3.094535
_1970_,_1839_,3.179078
_1893_,_1859_,3.200388
_1893_,_1860_,3.200388
_1893_,_1861_,3.200388
_1893_,_1862_,3.200388
_1893_,_1863_,3.200388
_1893_,_1864_,3.200388
_1893_,_1865_,3.200388
_1893_,_1866_,3.200388
_1893_,_1867_,3.200388
_1893_,_1868_,3.200388
_1893_,_1869_,3.200388
_1893_,_1870_,3.200388
_1893_,_1871_,3.200388
_1893_,_1872_,3.200388
_1893_,_1873_,3.200388
_1893_,_1874_,3.200388
_1893_,_1875_,3.200388
_1893_,_1876_,3.200388
_1893_,_1877_,3.200388
_1893_,_1878_,3.200388
_1893_,_1879_,3.200388
_1893_,_1880_,3.200388
_1893_,_1881_,3.200388
_1893_,_1882_,3.200388
_1893_,_1883_,3.200388
_1893_,_1884_,3.200388
_1893_,_1885_,3.200388
_1893_,_1886_,3.200388
_1893_,_1887_,3.200388
_1893_,_1888_,3.200388
_1893_,_1889_,3.200388
_1893_,_1899_,3.213427
_1893_,_1896_,3.234784
_1970_,_1830_,3.239570
_1903_,_1900_,3.300215
_1903_,_1971_,3.344860
_1893_,_1895_,3.379997
_1903_,_1894_,3.467111
_1903_,_1903_,3.509493
_1903_,_1970_,3.554710
_1903_,_1906_,3.636012
_1894_,_1902_,3.645912
_1903_,_1901_,3.655857
_1903_,_1897_,3.683774
_1902_,_1902_,-0.056604
_1899_,_1899_,-0.054326
_1891_,_1891_,-0.047869
_1895_,_1895_,-0.047123
_1969_,_1970_,-0.035970
_1845_,_1846_,-0.031454
_1850_,_1851_,-0.028950
_1867_,_1866_,-0.028677
_1889_,_1888_,-0.027439
_1876_,_1875_,-0.027312
_1881_,_1880_,-0.021713
_1868_,_1867_,-0.021649
_1874_,_1873_,-0.021649
_1878_,_1877_,-0.021649
_1879_,_1878_,-0.021649
_1888_,_1887_,-0.020056
_1854_,_1855_,-0.017062
_1901_,_1901_,-0.016334
_1894_,_1903_,-0.015510
_1855_,_1856_,-0.014736
_1885_,_1884_,-0.014214
_1842_,_1843_,-0.011076
_1838_,_1839_,-0.008994
_1873_,_1872_,-0.008769
_1863_,_1862_,-0.007741
_1877_,_1876_,-0.007029
_1887_,_1886_,-0.007029
_1870_,_1869_,-0.006930
_1859_,_1859_,-0.006528
_1882_,_1881_,-0.006217
_1886_,_1885_,-0.006217
_1884_,_1883_,-0.001241
_1889_,_1889_,0.000799
_1841_,_1842_,0.001211
_1858_,_1858_,0.001996
_1901_,_1906_,0.002437
_1840_,_1841_,0.004253
_1971_,_1830_,0.005836
_1898_,_1898_,0.006113
_1871_,_1870_,0.007101
_1844_,_1845_,0.008078
_1833_,_1834_,0.008212
_1864_,_1863_,0.008212
_1836_,_1837_,0.008637
_1861_,_1860_,0.009123
_1897_,_1897_,0.009937
_1969_,_1969_,0.010146
_1896_,_1896_,0.012539
_1872_,_1871_,0.012883
_1879_,_1879_,0.013633
_1874_,_1874_,0.013666
_1868_,_1868_,0.013738
_1849_,_1850_,0.015072
_1837_,_1838_,0.016166
_1865_,_1864_,0.019266
_1905_,_1905_,0.019783
_1894_,_1900_,0.020677
_1853_,_1854_,0.021689
_1843_,_1844_,0.023510
_1970_,_1971_,0.024028
_1956_,_1956_,0.025559
_1966_,_1966_,0.029045
_1849_,_1849_,0.029153
_1882_,_1882_,0.029311
_1835_,_1836_,0.029401
_1948_,_1948_,0.029406
_1830_,_1831_,0.029843
_1851_,_1852_,0.031932
_1866_,_1865_,0.032893
_1947_,_1947_,0.033334
_1964_,_1964_,0.033880
_1957_,_1957_,0.035651
_1840_,_1840_,0.035987
_1852_,_1853_,0.036110
_1954_,_1954_,0.036348
_1958_,_1958_,0.036686
_1923_,_1923_,0.037795
_1945_,_1945_,0.039933
_1941_,_1941_,0.040938
_1967_,_1967_,0.040938
_1846_,_1847_,0.040964
_1940_,_1940_,0.041206
_1832_,_1833_,0.041248
_1950_,_1950_,0.041360
_1834_,_1835_,0.043721
_1932_,_1932_,0.044006
_1942_,_1942_,0.044052
_1927_,_1927_,0.044340
_1861_,_1861_,0.044732
_1935_,_1935_,0.044760
_1963_,_1963_,0.045774
_1924_,_1924_,0.047569
_1832_,_1832_,0.047618
_1959_,_1959_,0.048463
_1856_,_1857_,0.050522
_1911_,_1911_,0.050821
_1951_,_1951_,0.051904
_1955_,_1955_,0.052568
_1962_,_1962_,0.052937
_1949_,_1949_,0.053718
_1910_,_1910_,0.055119
_1961_,_1961_,0.055970
_1944_,_1944_,0.056065
_1928_,_1928_,0.056153
_1946_,_1946_,0.058331
_1938_,_1938_,0.061239
_1847_,_1848_,0.061250
_1952_,_1952_,0.061971
_1939_,_1939_,0.062749
_1960_,_1960_,0.063528
_1965_,_1965_,0.064186
_1912_,_1912_,0.064188
_1896_,_1894_,0.064432
_1953_,_1953_,0.065397
_1908_,_1908_,0.067019
_1943_,_1943_,0.067275
_1926_,_1926_,0.067704
_1930_,_1930_,0.067943
_1920_,_1920_,0.070182
_1918_,_1918_,0.070313
_1917_,_1917_,0.070387
_1936_,_1936_,0.073993
_1913_,_1913_,0.074330
_1921_,_1921_,0.074683
_1933_,_1933_,0.079686
_1925_,_1925_,0.081488
_1967_,_1968_,0.083837
_1915_,_1915_,0.085073
_1909_,_1909_,0.088752
_1937_,_1937_,0.090127
_1931_,_1931_,0.093547
_1916_,_1916_,0.098484
_1967_,_1890_,0.102386
_1922_,_1922_,0.105496
_1914_,_1914_,0.108195
_1934_,_1934_,0.108314
_1908_,_1904_,0.113043
_1929_,_1929_,0.120288
_1919_,_1919_,0.145054
_1892_,_1892_,0.226933
_1907_,_1907_,0.286581
