launch_flop,capture_flop,slack
_40894_,_50236_,2.717697
_40894_,_50152_,3.643796
_40894_,_50153_,3.652000
_40894_,_50846_,3.652019
_40894_,_50098_,3.652051
_40894_,_50118_,3.669668
_40894_,_50843_,3.690362
_40894_,_50095_,3.691692
_40894_,_50150_,3.691690
_40894_,_50115_,3.709332
_40894_,_50097_,3.713540
_40894_,_50094_,3.751652
_40894_,_50842_,3.753007
_40894_,_50149_,3.753028
_40894_,_44845_,3.757968
_40894_,_50114_,3.770610
_40894_,_50147_,3.771325
_40894_,_50840_,3.772649
_40894_,_50092_,3.772687
_40894_,_50845_,3.775211
_40894_,_50112_,3.790277
_40894_,_50117_,3.792719
_40894_,_44842_,3.796360
_40894_,_50130_,3.813023
_40894_,_50096_,3.847941
_40894_,_50844_,3.847957
_40894_,_50151_,3.847967
_40894_,_44841_,3.857665
_40894_,_50093_,3.862630
_40894_,_50148_,3.863989
_40894_,_50841_,3.864008
_40894_,_50116_,3.866941
_40894_,_50128_,3.874666
_40894_,_44839_,3.877316
_40894_,_44844_,3.879909
_40894_,_50113_,3.881586
_40894_,_50401_,3.882077
_40894_,_50072_,3.933705
_40894_,_50066_,3.939495
_40894_,_44843_,3.955244
_40894_,_44840_,3.969944
_40894_,_50090_,3.971744
_40894_,_50847_,3.995404
_40894_,_44816_,4.017585
_40894_,_50061_,4.020202
_40894_,_50073_,4.021730
_40894_,_50157_,4.023157
_40894_,_50084_,4.032789
_40894_,_50838_,4.034741
_40894_,_50145_,4.034760
_40894_,_50075_,4.042261
_40894_,_50127_,4.049309
_40894_,_50110_,4.052411
_40894_,_48207_,4.053033
_40894_,_44820_,4.054383
_40894_,_50099_,4.055743
_40894_,_50154_,4.057123
_40894_,_50065_,4.066778
_40894_,_50119_,4.074721
_40894_,_44822_,4.093178
_40894_,_50839_,4.095805
_40894_,_44819_,4.098884
_40894_,_50074_,4.103930
_40894_,_50104_,4.112148
_40894_,_50129_,4.115569
_40894_,_50142_,4.137544
_40894_,_50835_,4.138918
_40894_,_44837_,4.140712
_40894_,_44815_,4.143554
_40894_,_50060_,4.146173
_40894_,_50156_,4.150440
_40894_,_50107_,4.156501
_40894_,_44846_,4.163076
_40894_,_50143_,4.173452
_40894_,_50088_,4.173500
_40894_,_50836_,4.173508
_40894_,_50125_,4.178207
_40894_,_50070_,4.178216
_40894_,_50108_,4.191074
_40894_,_44831_,4.200452
_40894_,_50139_,4.203138
_40894_,_50089_,4.206030
_40894_,_50091_,4.218871
_40894_,_50146_,4.218871
_40894_,_50140_,4.227009
_40894_,_50085_,4.227032
_40894_,_50111_,4.236435
_40894_,_50105_,4.244743
_40894_,_44834_,4.244863
_40894_,_50087_,4.246240
_40894_,_50144_,4.266389
