launch_flop,capture_flop,slack
_257307_,_265866_,1.599895
_257304_,_265891_,1.671112
_257307_,_265865_,1.688040
_257307_,_265867_,1.697741
_257304_,_265892_,1.705114
_257304_,_265894_,1.713686
_257307_,_265864_,1.736583
_257304_,_265893_,1.780486
_257307_,_266296_,1.788430
_257307_,_266297_,1.807171
_257307_,_266294_,1.839277
_257302_,_265730_,1.855024
_257302_,_265732_,1.867834
_257307_,_266295_,1.932629
_257307_,_266834_,1.967413
_257298_,_266162_,2.000729
_257304_,_265890_,2.015779
_257307_,_265863_,2.017488
_257307_,_265652_,2.018337
_257302_,_265731_,2.020985
_257308_,_266512_,2.027439
_257307_,_266942_,2.030674
_257307_,_266082_,2.032137
_257307_,_265651_,2.038615
_257298_,_266161_,2.070525
_257307_,_265860_,2.074571
_257308_,_266511_,2.078940
_257307_,_265862_,2.079373
_257307_,_266833_,2.079752
_257307_,_266941_,2.083415
_257307_,_266293_,2.085100
_257296_,_265785_,2.086471
_257307_,_266292_,2.092508
_257297_,_265462_,2.106254
_257297_,_265464_,2.117237
_257304_,_266323_,2.121222
_257298_,_265946_,2.131737
_257302_,_265728_,2.150535
_257302_,_265729_,2.153783
_257516_,_266673_,2.154233
_257296_,_265783_,2.158006
_261843_,_266807_,2.160795
_257307_,_265649_,2.166999
_257307_,_265650_,2.171555
_257297_,_265461_,2.174036
_257297_,_265463_,2.181714
_257298_,_266159_,2.185646
_257307_,_266080_,2.186888
_257307_,_266832_,2.212118
_257307_,_266075_,2.217770
_257307_,_266189_,2.218881
_257307_,_266831_,2.221313
_257516_,_266887_,2.223866
_257304_,_266324_,2.225738
_257298_,_265945_,2.227851
_257296_,_266000_,2.228603
_261834_,_266753_,2.231006
_257298_,_265947_,2.236639
_257307_,_266081_,2.239006
_257317_,_265571_,2.241479
_257298_,_266160_,2.245576
_261843_,_266806_,2.249804
_257308_,_266510_,2.250381
_257308_,_266727_,2.251371
_257307_,_265974_,2.251428
_257307_,_266940_,2.253329
_257307_,_266077_,2.259606
_257308_,_266724_,2.260764
_257307_,_266939_,2.263377
_257307_,_266290_,2.264539
_261818_,_266375_,2.265204
_257515_,_266243_,2.265879
_257307_,_265861_,2.270775
_257516_,_266888_,2.271516
_261818_,_266377_,2.272099
_257297_,_265675_,2.277438
_257296_,_265782_,2.278276
_257296_,_265998_,2.278596
_257516_,_266672_,2.282821
_257307_,_266291_,2.295219
_257307_,_265648_,2.297558
_257307_,_265859_,2.302481
_257308_,_266725_,2.305401
_257296_,_265786_,2.313055
_261834_,_266752_,2.319072
_257304_,_266320_,2.319127
_261834_,_266754_,2.326389
_257304_,_266321_,2.326971
_261769_,_265329_,2.327062
_257307_,_266188_,2.333670
_257307_,_266079_,2.340660
_257307_,_266074_,2.343292
_261818_,_266376_,2.344474
_257297_,_265676_,2.349577
_257307_,_266830_,2.350705
_257516_,_266885_,2.351818
_257308_,_266726_,2.355693
_257515_,_266242_,2.358221
_257298_,_265944_,2.361863
_257296_,_265997_,2.374928
_261830_,_266645_,2.376876
_261818_,_266374_,2.378560
_261843_,_266805_,2.383735
_257297_,_265678_,2.387688
_257296_,_265784_,2.388369
_257516_,_266886_,2.393921
_261830_,_266646_,2.395730
_257317_,_265569_,2.396171
_257296_,_266216_,2.397393
_257307_,_266182_,2.399337
_261769_,_265328_,2.399760
_261830_,_266643_,2.400218
_257296_,_265781_,2.400911
_257516_,_266027_,2.402897
_257516_,_266668_,2.405465
_257307_,_266076_,2.407691
_261834_,_266751_,2.407877
_257297_,_265679_,2.408644
_257304_,_266106_,2.410062
_257304_,_266322_,2.411418
_257307_,_266935_,2.413324
_257298_,_265356_,2.413580
_257296_,_266537_,2.414596
_257516_,_266028_,2.418103
_261834_,_266749_,2.419204
_257516_,_266670_,2.419524
_257297_,_265460_,2.422247
_257296_,_266001_,2.422559
_257307_,_266186_,2.425146
_257304_,_266104_,2.425491
_257296_,_266539_,2.428240
_257307_,_266078_,2.439315
_257304_,_266108_,2.440002
_257307_,_266829_,2.443782
_257308_,_266723_,2.444551
_257298_,_266155_,2.446503
_257317_,_265570_,2.448302
_257298_,_266158_,2.453278
_257307_,_265973_,2.454524
_257297_,_265674_,2.457193
_257298_,_266157_,2.459126
_257296_,_265999_,2.459772
_257304_,_266319_,2.463859
_257304_,_265889_,2.464302
_257307_,_266187_,2.464917
_257298_,_265355_,2.465058
_257296_,_265780_,2.471696
_257308_,_266508_,2.475830
_257308_,_266509_,2.477511
_261843_,_266804_,2.481029
_257304_,_265887_,2.484073
_257307_,_266184_,2.487507
_257304_,_266109_,2.490414
_257307_,_266289_,2.491796
_257516_,_266026_,2.499933
_257304_,_266105_,2.502096
_257304_,_266318_,2.502592
_257516_,_266025_,2.503836
_257299_,_265623_,2.507076
_257307_,_265972_,2.512149
_257516_,_266671_,2.512266
_261769_,_265436_,2.516781
_257307_,_266938_,2.519647
_257516_,_266884_,2.520588
_257299_,_265625_,2.522079
_257515_,_266241_,2.528178
_257307_,_265971_,2.528349
_257515_,_266240_,2.529258
_257307_,_266185_,2.530866
_257296_,_265996_,2.531718
_257298_,_265943_,2.531752
_257296_,_266209_,2.535540
_257297_,_265677_,2.535924
_257297_,_265672_,2.547007
_257308_,_266722_,2.547811
_257298_,_266156_,2.548282
_261818_,_266373_,2.548314
_261830_,_266644_,2.551205
_257296_,_266214_,2.551979
_257515_,_266238_,2.556557
_257299_,_265618_,2.560994
_261769_,_265327_,2.571512
_257307_,_266827_,2.578578
_257308_,_265544_,2.580265
_257307_,_265858_,2.580906
_257307_,_266288_,2.582082
_257296_,_266538_,2.583091
_257307_,_266937_,2.588650
_261843_,_266803_,2.590745
_257308_,_265543_,2.596596
_257516_,_266669_,2.599858
_257299_,_265620_,2.602857
_257296_,_266215_,2.604088
_257298_,_265353_,2.607800
_261834_,_266748_,2.608378
_261818_,_266370_,2.610401
_257302_,_265727_,2.614927
_257307_,_266181_,2.615691
_257302_,_266589_,2.620826
_257307_,_266073_,2.622620
_257296_,_266213_,2.627150
_257302_,_265725_,2.630483
