launch_flop,capture_flop,slack
_1722_,_1672_,-1.948471
_1722_,_1749_,-1.832210
_1722_,_1748_,-1.755804
_1722_,_1750_,-1.733085
_1722_,_1746_,-1.681583
_1722_,_1747_,-1.678158
_1752_,_1640_,-1.378270
_1752_,_1639_,-1.182461
_1722_,_1745_,-1.174334
_1722_,_1743_,-1.099834
_1722_,_1744_,-1.096348
_1752_,_1638_,-0.955959
_1752_,_1637_,-0.832555
_1722_,_1742_,-0.808035
_1752_,_1636_,-0.616337
_1722_,_1740_,-0.496696
_1722_,_1741_,-0.493481
_1752_,_1635_,-0.378814
_1722_,_1739_,-0.307670
_1752_,_1634_,-0.152313
_1722_,_1738_,-0.097163
_1752_,_1633_,-0.030172
_1729_,_1687_,0.091228
_1722_,_1737_,0.121457
_1729_,_1720_,0.127693
_1729_,_1723_,0.127693
_1729_,_1726_,0.127693
_1729_,_1727_,0.130023
_1729_,_1721_,0.130024
_1729_,_1722_,0.130024
_1729_,_1724_,0.130024
_1729_,_1725_,0.130024
_1729_,_1729_,0.130024
_1729_,_1730_,0.130024
_1729_,_1731_,0.130024
_1729_,_1733_,0.130024
_1729_,_1734_,0.130024
_1729_,_1735_,0.130024
_1729_,_1736_,0.130024
_1729_,_1732_,0.130061
_1752_,_1632_,0.185327
_1729_,_1728_,0.258171
_1752_,_1631_,0.319268
_1729_,_1673_,0.514846
_1752_,_1630_,0.534036
_1752_,_1629_,0.546220
_1729_,_1751_,0.619179
_1752_,_1628_,0.762643
_1691_,_1719_,0.794759
_1691_,_1716_,0.829724
_1691_,_1689_,0.838602
_1691_,_1717_,0.872762
_1752_,_1627_,0.988158
_1752_,_1626_,0.999944
_1691_,_1715_,1.046613
_1691_,_1718_,1.046661
_1691_,_1712_,1.067912
_1691_,_1713_,1.110950
_1752_,_1625_,1.216368
_1691_,_1714_,1.274278
_1691_,_1711_,1.284801
_1691_,_1708_,1.306108
_1691_,_1709_,1.349145
_1752_,_1624_,1.441883
_1752_,_1623_,1.453669
_1691_,_1710_,1.512469
_1691_,_1707_,1.522997
_1752_,_1622_,1.670093
_1691_,_1706_,1.750661
_1691_,_1704_,1.772034
_1691_,_1705_,1.815072
_1752_,_1621_,1.895608
_1752_,_1620_,1.907395
_1691_,_1703_,1.988923
_1691_,_1700_,2.010236
_1691_,_1701_,2.053273
_1752_,_1619_,2.123818
_1691_,_1702_,2.216445
_1691_,_1699_,2.227125
_1691_,_1696_,2.248324
_1691_,_1697_,2.291362
_1752_,_1618_,2.349334
_1752_,_1617_,2.361120
_1691_,_1698_,2.454804
_1691_,_1695_,2.465214
