launch_flop,capture_flop,slack
_18213_,_19139_,1.456649
_18191_,_19141_,1.518227
_18213_,_19135_,1.535482
_18191_,_19143_,1.551937
_18213_,_19138_,1.559374
_18191_,_19142_,1.571344
_18191_,_18951_,1.574514
_18213_,_19134_,1.600258
_18213_,_18943_,1.692295
_18213_,_18950_,1.703289
_18213_,_19140_,1.720410
_18213_,_19137_,1.740491
_18213_,_19131_,1.763240
_18213_,_18948_,1.776551
_18213_,_18949_,1.792346
_18213_,_19133_,1.792622
_18213_,_19132_,1.839375
_18213_,_18945_,1.842941
_18213_,_18946_,1.888124
_18213_,_18947_,1.899033
_18213_,_18942_,1.904144
_18213_,_19130_,1.921161
_18213_,_18944_,1.963632
_18213_,_19129_,1.988301
_18213_,_18939_,1.992326
_18213_,_19136_,2.022630
_18213_,_18938_,2.056582
_18213_,_18940_,2.058132
_18213_,_18941_,2.088985
_18213_,_19127_,2.189096
_18213_,_18937_,2.244625
_18213_,_19128_,2.256331
_18213_,_19125_,2.330849
_18213_,_19126_,2.370599
_18213_,_18934_,2.395863
_18213_,_18936_,2.459649
_18213_,_19123_,2.474119
_18213_,_19124_,2.506970
_18213_,_18933_,2.532182
_18213_,_18935_,2.646624
_18213_,_18932_,2.710114
_18213_,_19122_,2.790266
_18213_,_18930_,2.889208
_18921_,_18695_,2.951458
_18213_,_18931_,2.954164
_19113_,_18759_,2.972692
_19017_,_19175_,2.991661
_19017_,_19176_,2.991719
_18213_,_19120_,2.997434
_18213_,_19121_,3.013407
_19113_,_18758_,3.055684
_18792_,_19111_,3.070289
_19049_,_18727_,3.125802
_18857_,_18983_,3.128027
_18213_,_19119_,3.128597
_19113_,_18757_,3.158649
_18794_,_19110_,3.185681
_18986_,_18791_,3.189216
_19049_,_18726_,3.207052
_18824_,_18855_,3.223402
_18986_,_18790_,3.229059
_18954_,_18982_,3.232933
_18921_,_18694_,3.263549
_18921_,_18693_,3.302477
_18191_,_17435_,3.309861
_18213_,_18928_,3.360652
_18213_,_18929_,3.378070
_18986_,_18789_,3.428751
_18857_,_18981_,3.436086
_18824_,_18854_,3.440101
_18794_,_19109_,3.442709
_18191_,_17434_,3.489314
_19113_,_18756_,3.498018
_18921_,_18692_,3.508892
_18213_,_18926_,3.519135
_19017_,_19174_,3.526123
_18986_,_18788_,3.542187
_18213_,_19118_,3.548459
_18921_,_18691_,3.586305
