launch_flop,capture_flop,slack
_47968_,_57310_,3.062237
_47968_,_55281_,3.832506
_47968_,_57150_,3.920901
_47968_,_57162_,3.945043
_47968_,_57199_,3.966363
_47968_,_57234_,3.975901
_47968_,_57227_,3.986834
_47968_,_57172_,3.986847
_47968_,_57153_,3.996133
_47968_,_57205_,4.003243
_47968_,_57208_,4.015368
_47968_,_57910_,4.018661
_47968_,_51897_,4.029030
_47968_,_57909_,4.031391
_47968_,_57175_,4.033633
_47968_,_57237_,4.033815
_47968_,_57182_,4.036172
_47968_,_57156_,4.044658
_47968_,_57211_,4.044745
_47968_,_51909_,4.046994
_47968_,_57920_,4.048498
_47968_,_57181_,4.049057
_47968_,_57216_,4.059853
_47968_,_51900_,4.064977
_47968_,_57192_,4.066191
_47968_,_57152_,4.070937
_47968_,_57912_,4.071255
_47968_,_57219_,4.071290
_47968_,_51919_,4.076950
_47968_,_57207_,4.080670
_47968_,_57159_,4.082906
_47968_,_57134_,4.085006
_47968_,_57184_,4.088954
_47968_,_57144_,4.089901
_47968_,_57179_,4.092122
_47968_,_51911_,4.099714
_47968_,_51894_,4.110847
_47968_,_57214_,4.112995
_47968_,_57139_,4.118240
_47968_,_51891_,4.118339
_47968_,_51903_,4.122682
_47968_,_57217_,4.126064
_47968_,_57200_,4.134180
_47968_,_51908_,4.137439
_47968_,_57202_,4.137561
_47968_,_57147_,4.137575
_47968_,_57161_,4.140120
_47968_,_51899_,4.149461
_47968_,_57911_,4.149511
_47968_,_57201_,4.150111
_47968_,_57146_,4.151437
_47968_,_57155_,4.156096
_47968_,_57145_,4.161617
_47968_,_57174_,4.166207
_47968_,_57236_,4.166390
_47968_,_57183_,4.166960
_47968_,_57218_,4.176485
_47968_,_51893_,4.177256
_47969_,_57167_,4.177729
_47968_,_51910_,4.177813
_47968_,_57164_,4.179970
_47968_,_51906_,4.180649
_47968_,_57149_,4.184731
_47968_,_57230_,4.186498
_47968_,_57135_,4.187673
_47968_,_57163_,4.188021
_47969_,_57919_,4.192631
_47969_,_57171_,4.192645
_47969_,_57226_,4.192646
_47968_,_51889_,4.199134
_47968_,_57235_,4.200397
_47969_,_57915_,4.208308
_47969_,_57222_,4.208354
_47969_,_57191_,4.210298
_47968_,_57154_,4.211334
_47968_,_57209_,4.211422
_47968_,_57140_,4.219602
_47969_,_51918_,4.221071
_47969_,_57187_,4.226000
_47969_,_57224_,4.232721
_47969_,_51914_,4.236771
_47968_,_51902_,4.255128
_47969_,_57913_,4.264275
_47969_,_57220_,4.264301
_47968_,_57204_,4.264413
_47968_,_51892_,4.268521
_47969_,_57185_,4.281849
_47968_,_57231_,4.289169
_47968_,_51901_,4.289605
_47968_,_51896_,4.291517
_47969_,_57165_,4.292597
_47969_,_51912_,4.292663
_47969_,_57917_,4.295668
_47969_,_57169_,4.295708
_47968_,_51890_,4.300495
_47969_,_57189_,4.313331
_47969_,_51916_,4.324106
_47968_,_57210_,4.330530
_47969_,_57223_,4.335639
_47969_,_57916_,4.336963
_47969_,_57168_,4.336998
_47969_,_57188_,4.354660
_47969_,_51915_,4.365421
_47968_,_57143_,4.367903
_47968_,_57228_,4.396088
_47968_,_57918_,4.401427
_47968_,_57170_,4.401468
_47968_,_57225_,4.401468
_47968_,_57190_,4.419095
_47968_,_51917_,4.429874
_47969_,_57166_,4.430949
_47968_,_57921_,4.444577
_47968_,_57193_,4.449962
_47968_,_57151_,4.452008
_47968_,_51920_,4.454852
_47969_,_57914_,4.493912
_47969_,_57221_,4.493919
_47969_,_57475_,4.508681
_47969_,_57186_,4.511533
_47969_,_51913_,4.522312
_47968_,_57206_,4.531473
_47968_,_57148_,4.532833
_47968_,_51895_,4.532899
_47968_,_51898_,4.550769
_47968_,_57203_,4.573463
_47968_,_57908_,4.581917
_47968_,_57173_,4.588799
_47968_,_51904_,4.589822
_47968_,_57180_,4.599583
_47968_,_57160_,4.610283
_47968_,_57215_,4.619018
_47968_,_57157_,4.634106
_47969_,_57178_,4.645069
_47968_,_57212_,4.645764
_47969_,_57158_,4.649511
_47969_,_51907_,4.671511
_47969_,_51905_,4.727410
_57323_,_49240_,4.755497
_57323_,_49241_,4.755497
_57323_,_49242_,4.755497
_57323_,_49243_,4.755497
_57323_,_49244_,4.755497
_57323_,_49245_,4.755497
_57323_,_49246_,4.755497
_57323_,_49247_,4.755497
_57323_,_51680_,4.755497
_57323_,_51681_,4.755497
_57323_,_51682_,4.755497
_57323_,_51683_,4.755497
_57323_,_51684_,4.755497
_57323_,_51685_,4.755497
_57323_,_51686_,4.755497
_57323_,_51687_,4.755497
_57323_,_51688_,4.755497
_57323_,_51689_,4.755497
_57323_,_51690_,4.755497
_57323_,_51691_,4.755497
_57323_,_51692_,4.755497
_57323_,_51693_,4.755497
_57323_,_51694_,4.755497
_57323_,_51695_,4.755497
_57323_,_51696_,4.755497
_57323_,_51697_,4.755497
_57323_,_51698_,4.755497
_57323_,_51699_,4.755497
_57323_,_51700_,4.755497
_57323_,_51701_,4.755497
_57323_,_51702_,4.755497
_57323_,_51703_,4.755497
_57323_,_51720_,4.755497
_57323_,_51721_,4.755497
_57323_,_51722_,4.755497
_57323_,_51723_,4.755497
_57323_,_51724_,4.755497
_57323_,_51725_,4.755497
_57323_,_51726_,4.755497
_57323_,_51727_,4.755497
_57323_,_54370_,4.755497
_57323_,_54371_,4.755497
_57323_,_54372_,4.755497
_57323_,_54373_,4.755497
_57323_,_54374_,4.755497
_57323_,_54375_,4.755497
_57323_,_54376_,4.755497
_57323_,_54377_,4.755497
_47969_,_57213_,4.771682
_57323_,_47544_,4.925633
_57323_,_47545_,4.925633
_57323_,_47546_,4.925633
_57323_,_47547_,4.925633
_57323_,_47548_,4.925633
_57323_,_47549_,4.925633
_57323_,_47550_,4.925633
_57323_,_47551_,4.925633
_57323_,_47640_,4.925633
_57323_,_47641_,4.925633
_57323_,_47642_,4.925633
_57323_,_47643_,4.925633
_57323_,_47644_,4.925633
_57323_,_47645_,4.925633
_57323_,_47646_,4.925633
_57323_,_47647_,4.925633
_57323_,_47728_,4.925633
_57323_,_47729_,4.925633
_57323_,_47730_,4.925633
_57323_,_47731_,4.925633
_57323_,_47732_,4.925633
_57323_,_47733_,4.925633
_57323_,_47734_,4.925633
_57323_,_47735_,4.925633
_57323_,_49152_,4.925633
_57323_,_49153_,4.925633
_57323_,_49154_,4.925633
_57323_,_49155_,4.925633
_57323_,_49156_,4.925633
_57323_,_49157_,4.925633
_57323_,_49158_,4.925633
_57323_,_49159_,4.925633
_57323_,_49768_,4.925633
_57323_,_49769_,4.925633
_57323_,_49770_,4.925633
_57323_,_49771_,4.925633
_57323_,_49772_,4.925633
_57323_,_49773_,4.925633
_57323_,_49774_,4.925633
_57323_,_49775_,4.925633
_57323_,_52362_,4.925633
_57323_,_52363_,4.925633
_57323_,_52364_,4.925633
_57323_,_52365_,4.925633
_57323_,_52366_,4.925633
_57323_,_52367_,4.925633
_57323_,_52368_,4.925633
_57323_,_52369_,4.925633
_54506_,_54513_,4.950955
_57103_,_57132_,4.951294
_57323_,_49216_,4.953864
_57323_,_49217_,4.953864
_57323_,_49218_,4.953864
_57323_,_49219_,4.953864
_57323_,_49220_,4.953864
_57323_,_49221_,4.953864
_57323_,_49222_,4.953864
_57323_,_49223_,4.953864
_57323_,_51600_,4.953960
_57323_,_51601_,4.953960
_57323_,_51602_,4.953960
_57323_,_51603_,4.953960
_57323_,_51604_,4.953960
_57323_,_51605_,4.953960
_57323_,_51606_,4.953960
_57323_,_51607_,4.953960
_57323_,_51608_,4.953960
_57323_,_51609_,4.953960
_57323_,_51610_,4.953960
_57323_,_51611_,4.953960
_57323_,_51612_,4.953960
_57323_,_51613_,4.953960
_57323_,_51614_,4.953960
_57323_,_51615_,4.953960
_57323_,_51640_,4.953960
_57323_,_51641_,4.953960
_57323_,_51642_,4.953960
_57323_,_51643_,4.953960
_57323_,_51644_,4.953960
_57323_,_51645_,4.953960
_57323_,_51646_,4.953960
_57323_,_51647_,4.953960
_57323_,_51565_,4.953966
_57323_,_52495_,4.953966
_57323_,_51560_,4.954014
_57323_,_51561_,4.954014
_57323_,_51562_,4.954014
_57323_,_51563_,4.954014
_57323_,_51564_,4.954014
_57323_,_51566_,4.954014
_57323_,_51567_,4.954014
