launch_flop,capture_flop,slack
_41698_,_51040_,2.212690
_41698_,_50918_,2.954630
_41698_,_51646_,2.964501
_41698_,_50953_,2.964505
_41698_,_50898_,2.965871
_41698_,_45645_,2.983323
_41698_,_51651_,3.020983
_41698_,_50903_,3.021020
_41698_,_50958_,3.021022
_41698_,_45650_,3.038940
_41698_,_50923_,3.049635
_41698_,_50901_,3.078121
_41698_,_51644_,3.137993
_41698_,_50956_,3.139979
_41698_,_51649_,3.139997
_41698_,_45648_,3.157929
_41698_,_50921_,3.168613
_41698_,_50936_,3.211751
_41698_,_50881_,3.211799
_41698_,_50916_,3.260921
_41698_,_50951_,3.286609
_41698_,_50896_,3.286613
_41698_,_45643_,3.305505
_41698_,_50899_,3.324551
_41698_,_50954_,3.325902
_41698_,_51647_,3.325902
_41698_,_45628_,3.327535
_41698_,_45646_,3.343361
_41698_,_50902_,3.345241
_41698_,_50957_,3.345241
_41698_,_51650_,3.346578
_41698_,_50919_,3.354269
_41698_,_50897_,3.357131
_41698_,_50952_,3.358507
_41698_,_51645_,3.358514
_41698_,_45649_,3.364538
_41698_,_50900_,3.364967
_41698_,_50922_,3.375215
_41698_,_45644_,3.375954
_41698_,_50917_,3.386860
_41698_,_50955_,3.425493
_41698_,_51648_,3.425499
_41698_,_50964_,3.440168
_41698_,_45647_,3.444784
_41698_,_50883_,3.452054
_41698_,_50920_,3.455466
_41698_,_50938_,3.480275
_41698_,_45630_,3.519618
_41698_,_50882_,3.534236
_41698_,_50937_,3.587063
_41698_,_51205_,3.587722
_41698_,_45629_,3.625078
_41698_,_50904_,3.643640
_41698_,_50966_,3.654582
_41698_,_50886_,3.654941
_41699_,_50965_,3.684917
_41698_,_50873_,3.685962
_41698_,_50905_,3.713180
_41699_,_50884_,3.723611
_41698_,_50967_,3.725440
_41698_,_45632_,3.732392
_41698_,_50941_,3.734211
_41698_,_50940_,3.735034
_41698_,_50887_,3.749336
_41699_,_50939_,3.751274
_41699_,_45631_,3.762846
_41698_,_50885_,3.776683
_41698_,_50943_,3.800164
_41698_,_45633_,3.803165
_41698_,_50908_,3.829928
_41698_,_51643_,3.850466
_41698_,_50893_,3.854801
_41698_,_50948_,3.854804
_41698_,_51641_,3.856156
_41698_,_49011_,3.871745
_41698_,_50942_,3.882572
_41698_,_50913_,3.884538
_41698_,_45635_,3.907474
_41698_,_45634_,3.908319
_41698_,_50880_,3.915652
_41698_,_50895_,3.926927
_41698_,_50888_,3.950496
_41698_,_50915_,3.962942
_41698_,_50947_,3.975775
_41698_,_50949_,3.977644
_41698_,_51642_,3.978922
_41698_,_50894_,3.978972
_41698_,_50944_,3.985139
_41698_,_45640_,3.989088
_41698_,_50950_,3.989969
_41698_,_45641_,3.996520
_41698_,_50914_,4.007381
_41698_,_45642_,4.007460
_41698_,_50935_,4.008203
_41698_,_45627_,4.014707
_41698_,_50864_,4.021104
_41698_,_50946_,4.035126
_41698_,_51639_,4.036526
_41698_,_50892_,4.037483
_41698_,_51640_,4.037513
_41698_,_50929_,4.052114
_41698_,_50869_,4.054032
_41698_,_45639_,4.054965
_41698_,_50877_,4.063579
_41698_,_50932_,4.063606
_41698_,_50911_,4.064890
_41698_,_50912_,4.065856
_41698_,_50909_,4.075353
_41698_,_50874_,4.096648
_41698_,_50891_,4.098566
_41698_,_50889_,4.136489
_41698_,_45638_,4.142463
_41698_,_45619_,4.163278
_41698_,_50960_,4.192836
_41698_,_45636_,4.202606
_41698_,_51638_,4.228730
_41698_,_45621_,4.230003
_41698_,_45624_,4.237997
_41698_,_50910_,4.257159
_41698_,_50890_,4.322970
_41698_,_45637_,4.334610
