launch_flop,capture_flop,slack
_253008_,_261606_,1.740046
_253029_,_262143_,1.746794
_253008_,_261605_,1.879814
_253029_,_262140_,1.906802
_253019_,_261579_,1.907373
_253019_,_261471_,1.914626
_253019_,_261041_,1.947464
_253019_,_261578_,1.953284
_253008_,_261604_,1.954941
_253029_,_262142_,1.962381
_253029_,_262141_,1.991809
_253019_,_261793_,2.016310
_253019_,_261794_,2.025500
_253029_,_262139_,2.028195
_253019_,_261576_,2.048268
_253019_,_261148_,2.067024
_253019_,_261577_,2.072563
_253019_,_261470_,2.095746
_253019_,_261040_,2.107060
_253009_,_261444_,2.129498
_253019_,_261469_,2.143007
_253008_,_261068_,2.160505
_257506_,_261713_,2.171313
_253019_,_261039_,2.175647
_253019_,_261791_,2.208708
_257506_,_261712_,2.209669
_253019_,_261792_,2.211856
_253019_,_261149_,2.218398
_253228_,_261310_,2.230935
_253008_,_261928_,2.231699
_253228_,_261309_,2.234231
_253008_,_261067_,2.237093
_253019_,_261575_,2.240906
_253009_,_262251_,2.245809
_253009_,_262250_,2.257091
_253008_,_261603_,2.283106
_253009_,_261443_,2.289200
_253029_,_262138_,2.289377
_253008_,_261925_,2.297349
_253008_,_261498_,2.318430
_253029_,_262137_,2.326434
_253019_,_261574_,2.334878
_257506_,_261711_,2.340693
_253008_,_261601_,2.348617
_253007_,_261821_,2.348857
_253009_,_261442_,2.360073
_253228_,_261525_,2.368700
_253008_,_261927_,2.370081
_253019_,_261466_,2.370567
_257456_,_261391_,2.375808
_253019_,_261038_,2.375862
_253019_,_261573_,2.403847
_253009_,_261441_,2.406083
_253007_,_261820_,2.408754
_253019_,_261790_,2.420802
_253019_,_261468_,2.420978
_257506_,_261710_,2.424923
_253008_,_261602_,2.425022
_253008_,_261924_,2.431549
_253228_,_261308_,2.432828
_253019_,_261147_,2.433338
_253028_,_262358_,2.449535
_253008_,_261497_,2.458341
_257452_,_261229_,2.459790
_253009_,_262249_,2.461333
_253028_,_262357_,2.468502
_253019_,_261467_,2.469776
_253227_,_262170_,2.470947
_253008_,_261600_,2.474164
_253227_,_262169_,2.477839
_253019_,_261146_,2.480558
_253008_,_261926_,2.481741
_253008_,_261496_,2.487922
_257456_,_261390_,2.493797
_253019_,_261901_,2.505186
_253009_,_262248_,2.517484
_253028_,_262197_,2.531927
_253010_,_262301_,2.533188
_253019_,_261570_,2.539642
_257558_,_262653_,2.540219
_253019_,_261789_,2.541048
_257452_,_261226_,2.542228
_253009_,_261440_,2.542591
_253029_,_262136_,2.543178
_253019_,_261572_,2.546567
_253008_,_261495_,2.549761
_253008_,_261065_,2.550645
_253010_,_262304_,2.553047
_257506_,_261709_,2.555720
_253019_,_261900_,2.559516
_253228_,_261524_,2.559976
_257452_,_261283_,2.571139
_253019_,_261037_,2.572317
_253228_,_261955_,2.581133
_257452_,_261228_,2.587961
_257452_,_261282_,2.589689
_253031_,_261767_,2.591150
_253019_,_261036_,2.591705
_253228_,_261522_,2.591926
_257456_,_261389_,2.592961
_257452_,_261280_,2.596291
_253008_,_261066_,2.602995
_253007_,_261819_,2.625404
_253019_,_261788_,2.626213
_253227_,_262168_,2.631702
_253010_,_262089_,2.636118
_253228_,_261523_,2.638697
_253009_,_261176_,2.639171
_253019_,_261144_,2.644011
_257558_,_262546_,2.644824
_253009_,_262247_,2.651196
_253019_,_261145_,2.651931
_253009_,_261175_,2.652170
_257456_,_261388_,2.654687
_257558_,_262654_,2.655450
_257452_,_261227_,2.673654
_253028_,_262196_,2.673983
_257452_,_261225_,2.675776
_253008_,_261494_,2.676862
_253008_,_261064_,2.676886
_253028_,_262355_,2.680392
_253010_,_261659_,2.687338
_253228_,_261740_,2.688538
_253228_,_261521_,2.694278
_253028_,_262356_,2.694689
_253010_,_261658_,2.699355
_253035_,_261122_,2.699659
_253028_,_262195_,2.701195
_253009_,_262246_,2.706633
_253019_,_261571_,2.707504
_253007_,_262036_,2.708154
_257456_,_261387_,2.712391
_253010_,_262303_,2.712730
_253019_,_261465_,2.712768
_253227_,_262167_,2.712863
_253010_,_262300_,2.717636
_257558_,_262545_,2.721073
_253019_,_262331_,2.723429
_253227_,_262385_,2.725221
