launch_flop,capture_flop,slack
_18215_,_19139_,-0.643267
_18215_,_19135_,-0.564313
_18215_,_19138_,-0.540524
_18215_,_19143_,-0.530637
_18215_,_19141_,-0.509671
_18215_,_19134_,-0.499170
_18215_,_19142_,-0.487101
_18215_,_18943_,-0.428455
_18191_,_18951_,-0.422497
_18215_,_19140_,-0.379477
_18215_,_19137_,-0.364164
_18215_,_19131_,-0.344807
_18215_,_18950_,-0.341931
_18215_,_19133_,-0.307176
_18215_,_18948_,-0.272828
_18215_,_19132_,-0.260401
_18215_,_18949_,-0.257051
_18215_,_19130_,-0.233972
_18215_,_18945_,-0.228707
_18215_,_18942_,-0.219648
_18215_,_18946_,-0.204356
_18215_,_18947_,-0.171195
_18215_,_18939_,-0.166409
_18215_,_18944_,-0.128973
_18215_,_19129_,-0.120297
_18215_,_18938_,-0.102658
_18215_,_19136_,-0.077268
_18215_,_18940_,-0.062307
_18215_,_18941_,-0.031764
_18215_,_19127_,0.042410
_18215_,_18937_,0.073004
_18215_,_19128_,0.133587
_18215_,_19125_,0.182832
_18215_,_18934_,0.245937
_18215_,_19123_,0.278844
_18215_,_19126_,0.280607
_18215_,_18936_,0.284606
_18215_,_19124_,0.344057
_18215_,_18933_,0.381966
_18215_,_18935_,0.470998
_18215_,_18932_,0.550131
_18215_,_19122_,0.687358
_18215_,_18930_,0.729548
_18215_,_18931_,0.803637
_18215_,_19120_,0.906799
_18215_,_19121_,0.913185
_19113_,_18759_,0.968083
_19080_,_19111_,0.974272
_18921_,_18695_,0.976337
_18215_,_19119_,1.044978
_19113_,_18758_,1.051097
_19017_,_19175_,1.075469
_19017_,_19176_,1.076813
_18794_,_19110_,1.137421
_19113_,_18757_,1.148799
_18824_,_18855_,1.157189
_18986_,_18791_,1.177393
_18857_,_18983_,1.178202
_18921_,_18694_,1.180312
_18986_,_18790_,1.217245
_18696_,_18727_,1.219829
_18215_,_18928_,1.269628
_18215_,_18929_,1.282292
_18954_,_18982_,1.285263
_18696_,_18726_,1.301059
_18191_,_17435_,1.303875
_18921_,_18693_,1.327425
_18824_,_18854_,1.373991
_18794_,_19109_,1.395753
_18215_,_18926_,1.411816
_18986_,_18789_,1.412800
_18215_,_19118_,1.427065
_18215_,_19117_,1.460350
_18215_,_19116_,1.480872
_18191_,_17434_,1.483235
_18857_,_18981_,1.486264
_19113_,_18756_,1.496781
_18921_,_18691_,1.524987
_18986_,_18788_,1.530374
_18921_,_18692_,1.533810
_19080_,_19108_,1.542637
_18215_,_18927_,1.552597
_18824_,_18853_,1.601668
_19017_,_19174_,1.611251
_18986_,_18787_,1.654716
_18215_,_18925_,1.688490
_18696_,_18725_,1.717214
_18191_,_17433_,1.717798
_19017_,_19173_,1.720180
_18191_,_17432_,1.733089
_18857_,_18980_,1.755480
_18857_,_18979_,1.784088
_19113_,_18755_,1.787259
_18215_,_19115_,1.803169
_18824_,_18852_,1.826102
_19113_,_18754_,1.833519
_18215_,_18924_,1.840176
_18794_,_19107_,1.847543
_18215_,_19114_,1.847557
_18696_,_18724_,1.852453
_18696_,_18723_,1.864680
_19080_,_19106_,1.869071
_18215_,_18923_,1.878116
_18921_,_18689_,1.879885
_18921_,_18690_,1.893508
_19017_,_19172_,1.907802
_18986_,_18786_,1.922537
_19017_,_19171_,1.934880
_18191_,_17431_,1.954721
_18986_,_18785_,1.965741
_18191_,_17430_,1.967462
_18215_,_18921_,1.977314
_18215_,_19113_,2.031315
_19113_,_18753_,2.056860
_18857_,_18978_,2.075083
_18824_,_18851_,2.077478
_18215_,_18922_,2.095611
_18794_,_19105_,2.131790
_18921_,_18687_,2.146186
_19017_,_19170_,2.154616
_18921_,_18688_,2.172364
_18954_,_18977_,2.189870
_18824_,_18849_,2.267112
_18986_,_18784_,2.278304
_18191_,_17429_,2.286281
_18824_,_18850_,2.300522
_19113_,_18752_,2.331229
_18857_,_18976_,2.343258
_18986_,_18783_,2.358968
_19017_,_19169_,2.374865
_18824_,_18848_,2.399847
_18794_,_19104_,2.422374
_18696_,_18722_,2.434626
_18794_,_19103_,2.476838
_19113_,_18751_,2.530937
_18191_,_17428_,2.531588
_18191_,_17427_,2.559179
_18191_,_17426_,2.561574
_18794_,_19102_,2.573432
_18921_,_18686_,2.627152
_19017_,_19168_,2.627481
_18986_,_18782_,2.662768
_19113_,_18750_,2.676266
_18921_,_18685_,2.687273
_18824_,_18847_,2.690720
_18857_,_18975_,2.712317
_19017_,_19167_,2.732692
_18921_,_18682_,2.752889
_19049_,_18721_,2.756690
_18215_,_18920_,2.766191
_19113_,_18749_,2.777499
_18986_,_18781_,2.798680
_18191_,_17423_,2.818007
_18954_,_18973_,2.827546
_18696_,_18720_,2.838796
_18215_,_19112_,2.858741
_18921_,_18684_,2.864103
_19113_,_18748_,2.873255
_19017_,_19166_,2.878479
_18286_,_17422_,2.882313
_18986_,_18780_,2.883287
_18857_,_18974_,2.888632
_18191_,_17424_,2.899192
_18191_,_17425_,2.902068
_18921_,_18683_,2.925649
_18889_,_18846_,2.929319
_18191_,_17421_,2.943847
_18794_,_19101_,2.962545
_18986_,_18779_,2.971328
_18889_,_18845_,2.973557
_18191_,_17419_,3.000530
_19017_,_19165_,3.009674
_19049_,_18719_,3.016607
_19113_,_18747_,3.028095
_18191_,_17420_,3.028526
_18954_,_18971_,3.064415
_19049_,_18718_,3.066861
_18857_,_18972_,3.090242
_19113_,_18746_,3.092990
_18191_,_17417_,3.098718
_19113_,_18745_,3.111014
_18191_,_17411_,3.119184
_18824_,_18843_,3.132796
_18921_,_18681_,3.139209
_18191_,_17415_,3.141065
_19080_,_19099_,3.153218
_18191_,_17418_,3.153227
_19080_,_19100_,3.197757
_19113_,_18744_,3.201191
_19049_,_18717_,3.225584
_18986_,_18778_,3.229983
_18191_,_17414_,3.251346
_18191_,_17416_,3.260431
_18824_,_18844_,3.267069
_18191_,_17410_,3.286276
_18986_,_18777_,3.315487
_18954_,_18970_,3.324051
_18191_,_17409_,3.334836
_18191_,_17412_,3.336893
_19017_,_19164_,3.354674
_19080_,_19098_,3.355374
_18696_,_18716_,3.362564
_18889_,_18842_,3.392442
_19113_,_18743_,3.409843
_19017_,_19162_,3.423384
_18824_,_18841_,3.425152
_18921_,_18680_,3.451840
_18921_,_18679_,3.453488
_19080_,_19097_,3.474590
_18177_,_18304_,3.487833
_18177_,_18307_,3.487833
_18177_,_18323_,3.487833
_18177_,_18243_,3.487845
_18177_,_18336_,3.487844
_18177_,_18240_,3.491611
_18177_,_18274_,3.491611
_18177_,_18400_,3.491610
_18177_,_18401_,3.491610
_18177_,_18403_,3.491610
_18177_,_18419_,3.491611
_18177_,_18433_,3.491611
_18177_,_18464_,3.491611
_18177_,_18466_,3.491611
_18177_,_18496_,3.491610
_18177_,_18498_,3.491610
_18177_,_18499_,3.491610
_18177_,_18528_,3.491611
_18177_,_18560_,3.491610
_18177_,_18563_,3.491610
_18177_,_18593_,3.491610
_18177_,_18611_,3.491610
_18177_,_18625_,3.491610
_18177_,_18626_,3.491611
_18177_,_18656_,3.491611
_18177_,_18658_,3.491611
_19017_,_19163_,3.510889
_18986_,_18776_,3.512056
_18191_,_17413_,3.514838
_18696_,_18715_,3.517538
_18214_,_18200_,3.517650
_18214_,_18208_,3.517650
_18214_,_18209_,3.517650
_18214_,_18244_,3.517650
_18214_,_18302_,3.517650
_18214_,_18308_,3.517650
_18214_,_18311_,3.517650
_18214_,_18343_,3.517650
_18214_,_18247_,3.517660
_18214_,_18188_,3.518109
_18214_,_18322_,3.518109
_18214_,_18191_,3.518177
_18214_,_18564_,3.521344
_18214_,_18628_,3.521344
_18214_,_18276_,3.521411
_18214_,_18366_,3.521411
_18214_,_18373_,3.521411
_18214_,_18398_,3.521411
_18214_,_18404_,3.521411
_18214_,_18405_,3.521411
_18214_,_18406_,3.521411
_18214_,_18407_,3.521411
_18214_,_18437_,3.521411
_18214_,_18438_,3.521411
_18214_,_18439_,3.521411
_18214_,_18470_,3.521411
_18214_,_18471_,3.521411
_18214_,_18494_,3.521411
_18214_,_18500_,3.521411
_18214_,_18502_,3.521411
_18214_,_18503_,3.521411
_18214_,_18532_,3.521411
_18214_,_18546_,3.521411
_18214_,_18566_,3.521411
_18214_,_18567_,3.521411
_18214_,_18610_,3.521411
_18214_,_18359_,3.521870
_18214_,_18391_,3.521870
_18214_,_18487_,3.521870
_18214_,_18356_,3.521937
_18214_,_18386_,3.521937
_18214_,_18389_,3.521937
_18214_,_18420_,3.521937
_18214_,_18430_,3.521937
_18214_,_18514_,3.521937
_18214_,_18516_,3.521937
_18214_,_18549_,3.521937
_18214_,_18578_,3.521937
_18214_,_18580_,3.521937
_18214_,_18609_,3.522098
_18889_,_18840_,3.529817
_18857_,_18969_,3.531878
_19080_,_19095_,3.540948
_18696_,_18714_,3.541207
_19113_,_18742_,3.542307
_18177_,_18194_,3.544345
_18177_,_18195_,3.544345
_18177_,_18196_,3.544345
_18177_,_18234_,3.544345
_18177_,_18264_,3.548122
_18177_,_18265_,3.548122
_18177_,_18266_,3.548122
_18177_,_18267_,3.548122
_18177_,_18361_,3.548122
_18177_,_18424_,3.548122
_18177_,_18425_,3.548122
_18177_,_18457_,3.548122
_18177_,_18518_,3.548122
_18177_,_18520_,3.548122
_18177_,_18521_,3.548122
_18177_,_18522_,3.548122
_18177_,_18586_,3.548122
_18177_,_18616_,3.548122
_18177_,_18617_,3.548122
_18177_,_18649_,3.548122
_18177_,_18650_,3.548122
_18177_,_18190_,3.558322
_18177_,_18198_,3.558319
_18177_,_18199_,3.558322
_18177_,_18201_,3.558322
_18177_,_18239_,3.558322
_18177_,_18292_,3.558322
_18177_,_18300_,3.558322
_18177_,_18303_,3.558322
_18177_,_18236_,3.558333
_18177_,_18237_,3.558333
_18177_,_18332_,3.558333
_19017_,_19161_,3.560830
_18177_,_18228_,3.562099
_18177_,_18260_,3.562099
_18177_,_18388_,3.562099
_18177_,_18396_,3.562099
_18177_,_18399_,3.562099
_18177_,_18431_,3.562099
