launch_flop,capture_flop,slack
_41698_,_51040_,1.590010
_41698_,_51205_,2.443629
_41698_,_51643_,2.508816
_41698_,_50895_,2.585046
_41698_,_50915_,2.621289
_41698_,_50893_,2.637974
_41698_,_50948_,2.639326
_41698_,_51641_,2.639330
_41698_,_50950_,2.646561
_41698_,_50943_,2.656071
_41698_,_45642_,2.665125
_41698_,_50913_,2.667681
_41698_,_49011_,2.672427
_41698_,_50908_,2.685804
_41698_,_50947_,2.738916
_41698_,_45635_,2.739223
_41698_,_45640_,2.772270
_41698_,_50944_,2.785821
_41698_,_50892_,2.800625
_41698_,_51640_,2.800654
_41698_,_50888_,2.807702
_41698_,_45639_,2.818109
_41698_,_50912_,2.828967
_41698_,_50909_,2.875994
_41698_,_50946_,2.881618
_41698_,_51639_,2.881634
_41698_,_50911_,2.909966
_41698_,_50889_,2.937175
_41698_,_50877_,2.943441
_41698_,_50932_,2.943467
_41698_,_50891_,2.945027
_41698_,_45638_,2.963418
_41698_,_45636_,2.982370
_41698_,_51642_,3.007743
_41698_,_50894_,3.007794
_41698_,_50949_,3.007807
_41698_,_50864_,3.008683
_41698_,_45641_,3.025343
_41698_,_50914_,3.036172
_41698_,_50869_,3.041610
_41698_,_45624_,3.087661
_41698_,_51638_,3.105206
_41698_,_50910_,3.133603
_41698_,_45619_,3.150856
_41698_,_50960_,3.180415
_41698_,_45637_,3.186928
_41698_,_50890_,3.198138
_41698_,_50945_,3.236481
_41698_,_50929_,3.317555
_41698_,_50865_,3.345653
_41698_,_50874_,3.362087
_41698_,_50870_,3.378580
_41698_,_50930_,3.394500
_41698_,_50875_,3.410290
_41698_,_50933_,3.420638
_41698_,_50934_,3.430963
_41698_,_50879_,3.446793
_41698_,_45626_,3.450411
_41698_,_45622_,3.464737
_41698_,_45621_,3.471067
_41698_,_50878_,3.478306
_41700_,_51644_,3.479653
_41698_,_50961_,3.517612
_41698_,_45620_,3.532569
_41700_,_50901_,3.535007
_41698_,_45625_,3.547421
_41698_,_50876_,3.582365
_41698_,_50931_,3.583686
_41700_,_50956_,3.596667
_41700_,_51649_,3.596685
_41700_,_50916_,3.601340
_41700_,_45648_,3.614170
_41700_,_50921_,3.625037
_41700_,_50951_,3.626541
_41700_,_50896_,3.626546
_41700_,_50918_,3.633536
_41700_,_50953_,3.643413
_41700_,_51646_,3.643409
_41700_,_50898_,3.644779
_41700_,_45643_,3.645111
_41700_,_45645_,3.662232
_41700_,_50899_,3.668888
_41700_,_50954_,3.670238
_41700_,_51647_,3.670238
_41700_,_45646_,3.687701
_41700_,_50919_,3.698575
_41700_,_51651_,3.711583
_41700_,_50903_,3.711620
_41700_,_50958_,3.711622
_41700_,_50923_,3.739998
_41700_,_45650_,3.764124
_41698_,_45623_,3.768028
_41700_,_50900_,3.830549
_41700_,_50955_,3.890881
_41700_,_51648_,3.890887
_41700_,_45647_,3.909734
_41698_,_50886_,3.912403
_41700_,_50920_,3.920595
_41700_,_50952_,3.926001
_41700_,_50897_,3.926009
_41700_,_51645_,3.926020
_41700_,_45644_,3.943447
_41700_,_50917_,3.954321
_41698_,_50905_,3.971400
_41698_,_50967_,3.982398
_41698_,_50941_,3.992896
_41700_,_50936_,3.997076
_41700_,_50881_,3.997125
_41698_,_50873_,3.998062
_41698_,_50882_,3.998843
_41698_,_50964_,4.012216
_41698_,_50883_,4.022988
_41698_,_50965_,4.030682
_41698_,_45633_,4.036330
_41700_,_50957_,4.038101
_41700_,_51650_,4.039438
_41700_,_50902_,4.039489
_41698_,_50938_,4.051131
_41698_,_50937_,4.051777
_41700_,_45649_,4.056956
_41698_,_50887_,4.063446
_41700_,_50922_,4.067814
_41698_,_50884_,4.070919
_41700_,_45628_,4.085040
_41698_,_45629_,4.089820
_41698_,_45630_,4.090524
_41698_,_50939_,4.097326
_41698_,_45631_,4.108888
_41698_,_50942_,4.195364
_41698_,_45634_,4.196832
_41698_,_50904_,4.388083
_41698_,_50966_,4.398995
_41698_,_45632_,4.452693
_41698_,_50940_,4.478169
_41698_,_50885_,4.519833
_41698_,_50880_,4.561832
_41698_,_45627_,4.632073
_41698_,_50935_,4.654399
_51048_,_47660_,5.385767
_51048_,_47661_,5.385767
_51048_,_47662_,5.385767
_51048_,_47663_,5.385767
_51048_,_47664_,5.385767
_51048_,_47665_,5.385767
_51048_,_47666_,5.385767
_51048_,_47667_,5.385767
_51048_,_47748_,5.385767
_51048_,_47749_,5.385767
_51048_,_47750_,5.385767
_51048_,_47751_,5.385767
_51048_,_47752_,5.385767
_51048_,_47753_,5.385767
_51048_,_47754_,5.385767
_51048_,_47755_,5.385767
_51048_,_47420_,5.385782
_51048_,_47421_,5.385782
_51048_,_47422_,5.385782
_51048_,_47423_,5.385782
_51048_,_47424_,5.385782
_51048_,_47425_,5.385782
_51048_,_47426_,5.385782
_51048_,_47427_,5.385782
_51048_,_47980_,5.388518
_51048_,_47981_,5.388518
_51048_,_47982_,5.388518
_51048_,_47984_,5.388518
_51048_,_47985_,5.388518
_51048_,_47986_,5.388518
_51048_,_47987_,5.388518
_51048_,_43530_,5.391282
_51048_,_43531_,5.391282
_51048_,_43533_,5.391282
_51048_,_43534_,5.391282
_51048_,_43536_,5.391282
_51048_,_43537_,5.391282
_51048_,_41397_,5.396754
_51048_,_41399_,5.396754
_51048_,_41400_,5.396754
_51048_,_41401_,5.396754
_51048_,_47581_,5.396754
_51048_,_47583_,5.396754
_51048_,_47584_,5.396754
_51048_,_47585_,5.396754
_51048_,_45927_,5.396768
_51048_,_45928_,5.396768
_51048_,_45929_,5.396768
_51048_,_45931_,5.396768
_51048_,_47340_,5.396783
_51048_,_47341_,5.396783
_51048_,_47346_,5.396783
_51048_,_47347_,5.396783
_51048_,_41677_,5.399518
_51048_,_41678_,5.399518
_51048_,_41680_,5.399518
_51048_,_45764_,5.402284
_51048_,_45771_,5.402284
_51048_,_46004_,5.402284
_51048_,_46008_,5.402284
_51048_,_44765_,5.405018
_51122_,_47884_,5.497731
_51122_,_47885_,5.497731
_51122_,_47886_,5.497731
_51122_,_47890_,5.497731
_51122_,_47891_,5.497731
_51048_,_45772_,5.521056
_51048_,_45773_,5.521056
_51048_,_45774_,5.521056
_51048_,_45775_,5.521056
_51048_,_45776_,5.521056
_51048_,_45777_,5.521056
_51048_,_45778_,5.521056
_51048_,_45779_,5.521056
_51048_,_45788_,5.521134
_51048_,_45789_,5.521134
_51048_,_45790_,5.521134
_51048_,_45791_,5.521134
_51048_,_45792_,5.521134
_51048_,_45793_,5.521134
_51048_,_45794_,5.521134
_51048_,_45795_,5.521134
_51048_,_45852_,5.523808
_51048_,_45853_,5.523808
_51048_,_45854_,5.523808
_51048_,_45855_,5.523808
_51048_,_45856_,5.523808
_51048_,_45857_,5.523808
_51048_,_45858_,5.523808
_51048_,_45836_,5.523887
_51048_,_45838_,5.523887
_51048_,_45839_,5.523887
_51048_,_45840_,5.523887
_51048_,_45841_,5.523887
_51048_,_45842_,5.523887
_51048_,_45843_,5.523887
_51048_,_46100_,5.523887
_51048_,_46101_,5.523887
_51048_,_46103_,5.523887
_51048_,_46104_,5.523887
_51048_,_46105_,5.523887
_51048_,_46106_,5.523887
_51048_,_46107_,5.523887
_51048_,_45748_,5.526633
_51048_,_45749_,5.526633
_51048_,_45752_,5.526633
_51048_,_45753_,5.526633
_51048_,_45754_,5.526633
_51048_,_45755_,5.526633
_51048_,_45828_,5.526640
_51048_,_45829_,5.526640
_51048_,_45830_,5.526640
_51048_,_45831_,5.526640
_51048_,_45834_,5.526640
_51048_,_45835_,5.526640
_51048_,_45732_,5.529300
_51048_,_45735_,5.529300
_51048_,_45737_,5.529300
_51048_,_45738_,5.529300
_51048_,_45739_,5.529300
_51048_,_45741_,5.534899
_51048_,_45743_,5.534899
_51048_,_45746_,5.534899
_51048_,_45804_,5.534899
_51048_,_45805_,5.534899
_51048_,_45806_,5.534899
_51048_,_45813_,5.534899
_51048_,_45815_,5.534899
_51048_,_45817_,5.534899
_51048_,_45796_,5.537652
_51048_,_45797_,5.537652
