launch_flop,capture_flop,slack
_1592_,_1619_,-2.185625
_1592_,_1618_,-2.064336
_1592_,_1617_,-1.934724
_1592_,_1542_,-1.910700
_1592_,_1620_,-1.846670
_1622_,_1510_,-1.632689
_1592_,_1616_,-1.477058
_1622_,_1509_,-1.436880
_1592_,_1615_,-1.262785
_1592_,_1614_,-1.238711
_1622_,_1508_,-1.210377
_1592_,_1613_,-1.112308
_1622_,_1507_,-1.086973
_1592_,_1612_,-0.891923
_1622_,_1506_,-0.870755
_1562_,_1589_,-0.813617
_1562_,_1559_,-0.792904
_1562_,_1588_,-0.690983
_1622_,_1505_,-0.634010
_1592_,_1611_,-0.565597
_1622_,_1504_,-0.510606
_1562_,_1587_,-0.463870
_1592_,_1609_,-0.388442
_1592_,_1610_,-0.328279
_1622_,_1503_,-0.294389
_1562_,_1586_,-0.236652
_1562_,_1585_,-0.113525
_1622_,_1502_,-0.057643
_1622_,_1501_,0.065761
_1592_,_1606_,0.066257
_1592_,_1608_,0.070103
_1590_,_1596_,0.099984
_1590_,_1599_,0.099984
_1590_,_1590_,0.102280
_1590_,_1591_,0.102330
_1590_,_1600_,0.102338
_1590_,_1593_,0.102338
_1590_,_1603_,0.102344
_1590_,_1602_,0.102347
_1590_,_1604_,0.102350
_1590_,_1592_,0.102351
_1590_,_1595_,0.102361
_1590_,_1601_,0.102366
_1590_,_1598_,0.102367
_1590_,_1597_,0.102367
_1562_,_1584_,0.103241
_1590_,_1605_,0.143268
_1590_,_1607_,0.143283
_1590_,_1557_,0.219010
_1590_,_1594_,0.247651
_1622_,_1500_,0.281978
_1562_,_1583_,0.341140
_1622_,_1499_,0.519501
_1562_,_1582_,0.568819
_1590_,_1621_,0.725805
_1622_,_1498_,0.746002
_1590_,_1543_,0.759856
_1562_,_1581_,0.796499
_1622_,_1497_,0.868143
_1562_,_1580_,1.024178
_1622_,_1496_,1.083643
_1622_,_1495_,1.217583
_1562_,_1579_,1.251855
_1622_,_1494_,1.432351
_1622_,_1493_,1.444535
_1562_,_1578_,1.479074
_1562_,_1577_,1.599641
_1622_,_1492_,1.660959
_1562_,_1576_,1.815522
_1562_,_1575_,1.828991
_1622_,_1491_,1.886474
_1622_,_1490_,1.898260
_1562_,_1574_,2.045880
_1562_,_1570_,2.076872
_1622_,_1489_,2.114684
_1562_,_1571_,2.120021
_1562_,_1573_,2.272921
_1562_,_1569_,2.293761
_1562_,_1566_,2.304467
_1622_,_1488_,2.340199
_1562_,_1567_,2.347616
_1622_,_1487_,2.351985
_1562_,_1572_,2.407477
_1562_,_1565_,2.521356
_1562_,_1568_,2.521440
_1622_,_1486_,2.568409
_1545_,_1564_,2.698807
_1545_,_1560_,2.786832
_1545_,_1563_,2.786874
_1545_,_1561_,2.786878
_1545_,_1562_,2.786877
_1622_,_1485_,2.793924
_1622_,_1484_,2.805667
_1622_,_1483_,3.022091
_1545_,_1556_,3.136531
_1545_,_1511_,3.179131
_1545_,_1512_,3.179131
_1545_,_1513_,3.179131
_1545_,_1514_,3.179131
_1545_,_1515_,3.179131
_1545_,_1516_,3.179131
_1545_,_1517_,3.179131
_1545_,_1518_,3.179131
_1545_,_1519_,3.179131
_1545_,_1520_,3.179131
_1545_,_1521_,3.179131
_1545_,_1522_,3.179131
_1545_,_1523_,3.179131
_1545_,_1524_,3.179131
_1545_,_1525_,3.179131
_1545_,_1526_,3.179131
_1545_,_1527_,3.179131
_1545_,_1528_,3.179131
_1545_,_1529_,3.179131
_1545_,_1530_,3.179131
_1545_,_1531_,3.179131
_1545_,_1532_,3.179131
_1545_,_1533_,3.179131
_1545_,_1534_,3.179131
_1545_,_1535_,3.179131
_1545_,_1536_,3.179131
_1545_,_1537_,3.179131
_1545_,_1538_,3.179131
_1545_,_1539_,3.179131
_1545_,_1540_,3.179131
_1545_,_1541_,3.179131
_1545_,_1544_,3.184562
_1622_,_1482_,3.273819
_1547_,_1550_,3.308684
_1547_,_1551_,3.328607
_1545_,_1549_,3.392942
_1555_,_1623_,3.395716
_1545_,_1547_,3.399781
_1545_,_1548_,3.412155
_1555_,_1552_,3.418472
_1555_,_1546_,3.525406
_1555_,_1555_,3.536471
_1555_,_1554_,3.538059
_1555_,_1553_,3.542038
_1622_,_1622_,3.665261
_1555_,_1558_,3.673977
_1543_,_1543_,-0.061800
_1554_,_1554_,-0.056146
_1550_,_1550_,-0.045049
_1610_,_1610_,-0.043723
_1511_,_1511_,-0.043286
_1608_,_1608_,-0.039469
_1551_,_1551_,-0.035128
_1530_,_1530_,-0.028751
_1482_,_1483_,-0.028577
_1499_,_1500_,-0.027740
_1500_,_1501_,-0.027740
_1503_,_1504_,-0.027740
_1506_,_1507_,-0.027740
_1509_,_1510_,-0.027740
_1485_,_1486_,-0.026993
_1488_,_1489_,-0.026993
_1491_,_1492_,-0.026993
_1494_,_1495_,-0.026993
_1515_,_1515_,-0.026711
_1516_,_1516_,-0.026711
_1519_,_1519_,-0.026711
_1523_,_1523_,-0.026711
_1541_,_1541_,-0.026711
_1496_,_1497_,-0.026101
_1498_,_1499_,-0.026101
_1502_,_1503_,-0.026101
_1505_,_1506_,-0.026101
_1508_,_1509_,-0.026101
_1533_,_1533_,-0.021021
_1535_,_1535_,-0.021021
_1539_,_1539_,-0.021021
_1540_,_1540_,-0.021021
_1529_,_1529_,-0.020810
_1532_,_1532_,-0.020024
_1524_,_1524_,-0.019424
_1519_,_1518_,-0.017294
_1523_,_1522_,-0.017246
_1515_,_1514_,-0.017230
_1623_,_1482_,-0.016693
