launch_flop,capture_flop,slack
_1910_,_1937_,1.420381
_1910_,_1936_,1.538254
_1939_,_1966_,1.545632
_1954_,_1958_,1.562403
_1954_,_1962_,1.562404
_1954_,_1951_,1.562431
_1954_,_1952_,1.562463
_1954_,_1959_,1.562463
_1954_,_1939_,1.562468
_1954_,_1940_,1.562468
_1954_,_1953_,1.562468
_1954_,_1954_,1.562468
_1954_,_1957_,1.562468
_1954_,_1960_,1.562468
_1954_,_1965_,1.562468
_1954_,_1961_,1.567719
_1954_,_1938_,1.567745
_1954_,_1956_,1.567745
_1954_,_1967_,1.567748
_1954_,_1955_,1.567781
_1954_,_1963_,1.567781
_1954_,_1964_,1.567781
_1843_,_1857_,1.576483
_1843_,_1858_,1.595078
_1843_,_1856_,1.598123
_1843_,_1853_,1.600415
_1939_,_1968_,1.610746
_1910_,_1935_,1.624005
_1939_,_1890_,1.661934
_1954_,_1944_,1.784999
_1954_,_1950_,1.784999
_1954_,_1943_,1.785063
_1954_,_1949_,1.785063
_1929_,_1946_,1.789128
_1954_,_1941_,1.790314
_1954_,_1942_,1.790326
_1954_,_1948_,1.790326
_1954_,_1945_,1.790376
_1954_,_1947_,1.790377
_1910_,_1929_,1.816552
_1843_,_1854_,1.843621
_1843_,_1855_,1.846771
_1910_,_1932_,1.857328
_1910_,_1931_,1.908806
_1910_,_1930_,1.916390
_1970_,_1837_,1.956397
_1843_,_1850_,1.966096
_1954_,_1969_,1.979292
_1843_,_1852_,1.996940
_1910_,_1927_,2.022283
_1910_,_1928_,2.039650
_1910_,_1934_,2.040710
_1843_,_1848_,2.056844
_1954_,_1891_,2.058521
_1970_,_1836_,2.071597
_1929_,_1905_,2.073287
_1970_,_1838_,2.081489
_1970_,_1847_,2.158411
_1910_,_1933_,2.160475
_1970_,_1849_,2.194760
_1910_,_1918_,2.222705
_1843_,_1851_,2.234991
_1910_,_1922_,2.275255
_1910_,_1926_,2.281946
_1970_,_1844_,2.288076
_1910_,_1923_,2.303308
_1910_,_1921_,2.355450
_1970_,_1843_,2.366256
_1910_,_1925_,2.366783
_1970_,_1835_,2.374345
_1910_,_1924_,2.374393
_1970_,_1845_,2.375494
_1910_,_1919_,2.448174
_1910_,_1907_,2.459628
_1843_,_1846_,2.545310
_1909_,_1912_,2.549166
_1970_,_1842_,2.553649
_1909_,_1914_,2.661955
_1970_,_1833_,2.671237
_1970_,_1834_,2.673752
_1910_,_1917_,2.717702
_1970_,_1841_,2.793109
_1910_,_1916_,2.804886
_1910_,_1920_,2.808500
_1909_,_1913_,2.835387
_1893_,_1908_,2.901169
_1893_,_1910_,2.911022
_1893_,_1911_,2.911022
_1893_,_1909_,2.913372
_1893_,_1915_,2.970200
_1893_,_1892_,2.997218
_1970_,_1840_,3.010337
_1970_,_1832_,3.065587
_1903_,_1898_,3.080923
_1970_,_1831_,3.100828
_1893_,_1904_,3.169972
_1970_,_1839_,3.189406
_1903_,_1899_,3.215275
_1903_,_1896_,3.236632
_1970_,_1830_,3.245551
_1903_,_1900_,3.294776
_1893_,_1859_,3.328745
_1893_,_1860_,3.328745
_1893_,_1861_,3.328745
_1893_,_1862_,3.328745
_1893_,_1863_,3.328745
_1893_,_1864_,3.328745
_1893_,_1865_,3.328745
_1893_,_1866_,3.328745
_1893_,_1867_,3.328745
_1893_,_1868_,3.328745
_1893_,_1869_,3.328745
_1893_,_1870_,3.328745
_1893_,_1871_,3.328745
_1893_,_1872_,3.328745
_1893_,_1873_,3.328745
_1893_,_1874_,3.328745
_1893_,_1875_,3.328745
_1893_,_1876_,3.328745
_1893_,_1877_,3.328745
_1893_,_1878_,3.328745
_1893_,_1879_,3.328745
_1893_,_1880_,3.328745
_1893_,_1881_,3.328745
_1893_,_1882_,3.328745
_1893_,_1883_,3.328745
_1893_,_1884_,3.328745
_1893_,_1885_,3.328745
_1893_,_1886_,3.328745
_1893_,_1887_,3.328745
_1893_,_1888_,3.328745
_1893_,_1889_,3.328745
_1903_,_1971_,3.337443
_1903_,_1895_,3.381844
_1903_,_1894_,3.461744
_1903_,_1903_,3.504127
_1903_,_1970_,3.547415
_1903_,_1906_,3.633489
_1894_,_1902_,3.645912
_1903_,_1901_,3.650380
_1903_,_1897_,3.678314
_1902_,_1902_,-0.056605
_1899_,_1899_,-0.054326
_1891_,_1891_,-0.047869
_1895_,_1895_,-0.047123
_1969_,_1970_,-0.043459
_1842_,_1843_,-0.038183
_1845_,_1846_,-0.031532
_1841_,_1842_,-0.031373
_1850_,_1851_,-0.029028
_1971_,_1830_,-0.028781
_1867_,_1866_,-0.028677
_1889_,_1888_,-0.027439
_1876_,_1875_,-0.027312
_1849_,_1850_,-0.023266
_1837_,_1838_,-0.022632
_1874_,_1873_,-0.021713
_1881_,_1880_,-0.021713
_1868_,_1867_,-0.021649
_1878_,_1877_,-0.021649
_1879_,_1878_,-0.021649
_1888_,_1887_,-0.020056
_1970_,_1971_,-0.018155
_1854_,_1855_,-0.017062
_1901_,_1901_,-0.016331
_1894_,_1903_,-0.015511
_1835_,_1836_,-0.014964
_1855_,_1856_,-0.014815
_1830_,_1831_,-0.014786
_1885_,_1884_,-0.014214
_1851_,_1852_,-0.013575
_1852_,_1853_,-0.011077
_1838_,_1839_,-0.008994
_1873_,_1872_,-0.008832
_1846_,_1847_,-0.008343
_1832_,_1833_,-0.008100
_1863_,_1862_,-0.007741
_1877_,_1876_,-0.007029
_1887_,_1886_,-0.007029
_1870_,_1869_,-0.006930
_1834_,_1835_,-0.006745
_1859_,_1859_,-0.006528
_1882_,_1881_,-0.006217
_1886_,_1885_,-0.006217
_1856_,_1857_,-0.002805
_1884_,_1883_,-0.001241
_1889_,_1889_,0.000799
_1858_,_1858_,0.001996
_1901_,_1906_,0.002437
_1847_,_1848_,0.003410
_1840_,_1841_,0.004088
_1898_,_1898_,0.006113
_1871_,_1870_,0.007101
_1844_,_1845_,0.008078
_1833_,_1834_,0.008133
_1864_,_1863_,0.008212
_1836_,_1837_,0.008578
_1861_,_1860_,0.009123
_1897_,_1897_,0.009942
_1969_,_1969_,0.010146
_1896_,_1896_,0.012539
_1872_,_1871_,0.012883
_1874_,_1874_,0.013602
_1879_,_1879_,0.013633
_1868_,_1868_,0.013738
_1865_,_1864_,0.019266
_1849_,_1849_,0.019268
_1905_,_1905_,0.019783
_1894_,_1900_,0.020677
_1853_,_1854_,0.021689
_1843_,_1844_,0.023510
_1956_,_1956_,0.025559
_1966_,_1966_,0.029044
_1882_,_1882_,0.029311
_1948_,_1948_,0.029406
_1962_,_1962_,0.029833
_1832_,_1832_,0.029966
_1866_,_1865_,0.032893
_1947_,_1947_,0.033334
_1964_,_1964_,0.033879
_1939_,_1939_,0.035063
_1960_,_1960_,0.035467
_1957_,_1957_,0.035651
_1965_,_1965_,0.035815
_1840_,_1840_,0.035970
_1954_,_1954_,0.036348
_1958_,_1958_,0.036686
_1923_,_1923_,0.037795
_1941_,_1941_,0.040938
_1967_,_1967_,0.040938
_1940_,_1940_,0.041206
_1932_,_1932_,0.044006
_1942_,_1942_,0.044052
_1927_,_1927_,0.044186
_1861_,_1861_,0.044732
_1935_,_1935_,0.044760
_1963_,_1963_,0.045773
_1924_,_1924_,0.047569
_1959_,_1959_,0.048463
_1946_,_1946_,0.048828
_1952_,_1952_,0.050635
_1911_,_1911_,0.050821
_1950_,_1950_,0.051183
_1955_,_1955_,0.052568
_1918_,_1918_,0.052726
_1910_,_1910_,0.055119
_1961_,_1961_,0.055970
_1928_,_1928_,0.055981
_1944_,_1944_,0.056065
_1938_,_1938_,0.061239
_1943_,_1943_,0.062743
_1945_,_1945_,0.063011
_1949_,_1949_,0.063875
_1912_,_1912_,0.064188
_1896_,_1894_,0.064432
_1953_,_1953_,0.065397
_1908_,_1908_,0.066939
_1926_,_1926_,0.067597
_1951_,_1951_,0.067714
_1930_,_1930_,0.067943
_1920_,_1920_,0.070182
_1936_,_1936_,0.073993
_1913_,_1913_,0.074330
_1921_,_1921_,0.074683
_1915_,_1915_,0.075323
_1933_,_1933_,0.079686
_1916_,_1916_,0.080840
_1925_,_1925_,0.082603
_1967_,_1968_,0.083837
_1909_,_1909_,0.088580
_1937_,_1937_,0.090127
_1931_,_1931_,0.093547
_1914_,_1914_,0.098977
_1967_,_1890_,0.102386
_1922_,_1922_,0.105496
_1934_,_1934_,0.108314
_1908_,_1904_,0.112961
_1917_,_1917_,0.115254
_1929_,_1929_,0.120288
_1919_,_1919_,0.127668
_1892_,_1892_,0.226933
_1907_,_1907_,0.286584
