launch_flop,capture_flop,slack
_13674_,_13508_,-0.177979
_13674_,_13507_,-0.001257
_13674_,_13499_,0.211696
_13674_,_13504_,0.247837
_13674_,_13500_,0.262686
_13674_,_13501_,0.262686
_13674_,_13505_,0.263751
_13964_,_12894_,0.299897
_13674_,_13496_,0.315273
_13640_,_13446_,0.325248
_13674_,_13506_,0.329540
_13674_,_13498_,0.379469
_13674_,_13503_,0.410702
_13964_,_12892_,0.412378
_13964_,_12897_,0.412917
_13964_,_12895_,0.412931
_13640_,_13445_,0.416554
_13964_,_12893_,0.445528
_13674_,_13497_,0.461789
_13640_,_13444_,0.488917
_13674_,_13495_,0.497368
_13674_,_13502_,0.501915
_13674_,_13492_,0.504699
_13964_,_12900_,0.570018
_13964_,_12896_,0.587562
_13964_,_12899_,0.600373
_13640_,_13443_,0.620717
_13640_,_13442_,0.693079
_13964_,_12898_,0.696392
_13964_,_12882_,0.696550
_13964_,_12883_,0.714332
_13964_,_12885_,0.714340
_13674_,_13494_,0.725170
_13640_,_13440_,0.729755
_13964_,_13573_,0.744712
_13964_,_12886_,0.791207
_13899_,_13603_,0.806615
_13640_,_13439_,0.820810
_13964_,_12891_,0.823084
_13964_,_12884_,0.824009
_13640_,_13441_,0.827560
_12883_,_12901_,0.833707
_13640_,_13437_,0.844903
_13674_,_13491_,0.847050
_13899_,_13605_,0.856015
_13964_,_12887_,0.865926
_13449_,_14234_,0.876721
_13449_,_13221_,0.876723
_13449_,_13349_,0.876723
_13449_,_13963_,0.876723
_13449_,_14074_,0.876723
_13449_,_14170_,0.876723
_13449_,_14333_,0.876723
_13449_,_14106_,0.876725
_13449_,_13285_,0.876736
_13449_,_14032_,0.876736
_13449_,_12933_,0.881357
_13449_,_13061_,0.881357
_13449_,_12865_,0.881373
_13449_,_13189_,0.881375
_13674_,_13488_,0.886218
_13964_,_12888_,0.888967
_13449_,_14202_,0.891991
_13449_,_13931_,0.892018
_13449_,_14138_,0.892018
_13449_,_14266_,0.892018
_13449_,_14301_,0.892018
_13449_,_14429_,0.892038
_13640_,_13438_,0.895016
_13449_,_13381_,0.898419
_13449_,_12965_,0.898438
_13449_,_12997_,0.898438
_13449_,_13093_,0.898438
_13449_,_13125_,0.898438
_13449_,_13157_,0.898438
_13449_,_13253_,0.898438
_13449_,_13317_,0.898438
_13449_,_13029_,0.898494
_13449_,_13819_,0.898494
_13728_,_13637_,0.924078
_12872_,_13675_,0.937669
_13648_,_13706_,0.957273
_13648_,_13708_,0.967997
_13964_,_12890_,0.970929
_12866_,_13663_,0.976813
_12866_,_13665_,0.976813
_12866_,_13666_,0.976813
_12866_,_13667_,0.976813
_12872_,_13673_,0.978221
_12872_,_13694_,0.980036
_13899_,_13604_,0.983886
_12866_,_13669_,0.989626
_13448_,_14233_,0.989787
_13448_,_13220_,0.989790
_13448_,_13348_,0.989790
_13448_,_13962_,0.989790
_13448_,_14073_,0.989790
_13448_,_14169_,0.989790
_13448_,_14332_,0.989790
_13448_,_14105_,0.989792
_13448_,_13284_,0.989803
_13448_,_14031_,0.989803
_12866_,_13662_,0.991604
_12866_,_13664_,0.991604
_12866_,_13670_,0.991606
_13448_,_12932_,0.994423
_13448_,_13060_,0.994424
_13448_,_12864_,0.994439
_13448_,_13188_,0.994441
_13899_,_13596_,1.000836
_13448_,_14201_,1.005057
_13448_,_13930_,1.005085
_13448_,_14137_,1.005085
_13448_,_14265_,1.005085
_13448_,_14300_,1.005085
_13448_,_14428_,1.005104
_13448_,_13380_,1.008033
_13448_,_12964_,1.008053
_13448_,_12996_,1.008053
_13448_,_13092_,1.008053
_13448_,_13124_,1.008053
_13448_,_13156_,1.008053
_13448_,_13252_,1.008053
_13448_,_13316_,1.008053
_13448_,_13028_,1.008108
_13448_,_13818_,1.008108
_13899_,_13602_,1.011028
_13509_,_13572_,1.031765
_13449_,_14365_,1.032670
_12872_,_13640_,1.044765
_12872_,_13693_,1.051887
_13449_,_13347_,1.062934
_13449_,_13283_,1.062941
_13449_,_14030_,1.062941
_13449_,_13219_,1.062944
_13449_,_13961_,1.062944
_13449_,_14072_,1.062944
_13449_,_14104_,1.062944
_13449_,_14168_,1.062944
_13449_,_14232_,1.062945
_13449_,_14331_,1.062944
_13449_,_12863_,1.067502
_13449_,_13187_,1.067578
_13449_,_12931_,1.067581
_13449_,_13059_,1.067581
_13449_,_14427_,1.078103
_13449_,_14200_,1.078170
_13449_,_13929_,1.078180
_13449_,_14136_,1.078180
_13449_,_14264_,1.078180
_13449_,_14299_,1.078180
_13449_,_12963_,1.084599
_13449_,_12995_,1.084599
_13449_,_13027_,1.084599
_13449_,_13091_,1.084599
_13449_,_13123_,1.084599
_13449_,_13155_,1.084599
_13449_,_13251_,1.084599
_13449_,_13315_,1.084599
_13449_,_13379_,1.084599
_13449_,_13817_,1.084599
_13899_,_13601_,1.085653
_13964_,_12876_,1.092819
_13964_,_12880_,1.095346
_13674_,_13489_,1.095495
_13509_,_13571_,1.103565
_13964_,_12889_,1.112889
_13674_,_13493_,1.118911
_13640_,_13436_,1.121954
_13899_,_13597_,1.131667
_13448_,_14364_,1.145626
_13449_,_13346_,1.182422
_13449_,_13282_,1.182430
_13449_,_14029_,1.182430
_13449_,_13218_,1.182432
_13449_,_13960_,1.182432
_13449_,_14071_,1.182432
_13449_,_14103_,1.182432
_13449_,_14167_,1.182432
_13449_,_14231_,1.182433
_13449_,_14330_,1.182432
_13449_,_12862_,1.186990
_13449_,_13186_,1.187066
_13449_,_12930_,1.187070
_13449_,_13058_,1.187070
_13449_,_14426_,1.197592
_13449_,_14199_,1.197658
_13449_,_13928_,1.197669
_13449_,_14135_,1.197669
_13449_,_14263_,1.197669
_13449_,_14298_,1.197669
_12872_,_13679_,1.199453
_13674_,_13486_,1.203007
_13674_,_13490_,1.203500
_13449_,_12962_,1.204088
_13449_,_12994_,1.204088
_13449_,_13026_,1.204088
_13449_,_13090_,1.204088
_13449_,_13122_,1.204088
_13449_,_13154_,1.204088
_13449_,_13250_,1.204088
_13449_,_13314_,1.204088
_13449_,_13378_,1.204088
_13449_,_13816_,1.204088
_12872_,_13702_,1.204401
_13640_,_13435_,1.206810
_13449_,_13345_,1.213018
_13449_,_13281_,1.213026
_13449_,_14028_,1.213026
_13449_,_13217_,1.213028
_13449_,_13959_,1.213028
_13449_,_14070_,1.213028
_13449_,_14102_,1.213028
_13449_,_14166_,1.213028
_13449_,_14230_,1.213029
_13449_,_14329_,1.213028
_12872_,_13689_,1.213145
_12872_,_13692_,1.215465
_13449_,_12861_,1.217589
_13449_,_13185_,1.217664
_13449_,_12929_,1.217668
_13449_,_13057_,1.217668
_13449_,_14363_,1.218858
_13509_,_13570_,1.219220
_13899_,_13595_,1.224131
_13449_,_14425_,1.228190
_13449_,_14198_,1.228257
_13449_,_13927_,1.228267
_13449_,_14134_,1.228267
_13449_,_14262_,1.228267
_13449_,_14297_,1.228267
_12872_,_13710_,1.233781
_13449_,_12961_,1.234745
_13449_,_12993_,1.234745
_13449_,_13025_,1.234745
_13449_,_13089_,1.234745
_13449_,_13121_,1.234745
_13449_,_13153_,1.234745
_13449_,_13249_,1.234745
_13449_,_13313_,1.234745
_13449_,_13377_,1.234745
_13449_,_13815_,1.234745
_12866_,_13668_,1.248892
_12866_,_13654_,1.254335
_13640_,_13433_,1.255874
_12866_,_13672_,1.261163
_12866_,_13652_,1.269126
_12866_,_13657_,1.269126
_12866_,_13642_,1.273761
_13964_,_12872_,1.277853
_12866_,_13656_,1.281954
_12866_,_13653_,1.286799
_12866_,_13655_,1.286799
_12866_,_13658_,1.286799
_13509_,_13569_,1.291664
_12866_,_13661_,1.293597
_13648_,_13698_,1.318096
_13648_,_13707_,1.319279
_12872_,_13690_,1.324712
_13449_,_14362_,1.338349
_13674_,_13483_,1.352940
_12866_,_13868_,1.355148
_13674_,_13487_,1.360176
_13449_,_14361_,1.370523
_13964_,_12881_,1.372400
_13964_,_12879_,1.372492
_13899_,_13600_,1.376747
_13648_,_13697_,1.383618
_13449_,_13344_,1.387559
_13449_,_13280_,1.387567
_13449_,_14027_,1.387567
_13449_,_13216_,1.387569
_13449_,_13958_,1.387569
_13449_,_14069_,1.387569
_13449_,_14101_,1.387569
_13449_,_14165_,1.387569
_13449_,_14229_,1.387570
_13449_,_14328_,1.387569
_12872_,_13701_,1.390676
_13449_,_12860_,1.392127
_13449_,_13184_,1.392203
_13449_,_12928_,1.392206
_13449_,_13056_,1.392206
_12872_,_13705_,1.396069
_13640_,_13434_,1.401910
_13449_,_14424_,1.402728
_13449_,_14197_,1.402795
_13449_,_13926_,1.402805
_13449_,_14133_,1.402805
_13449_,_14261_,1.402805
_13449_,_14296_,1.402805
_13964_,_12878_,1.405109
_13449_,_12960_,1.405773
_13449_,_12992_,1.405773
_13449_,_13024_,1.405773
_13449_,_13088_,1.405773
_13449_,_13120_,1.405773
_13449_,_13152_,1.405773
_13449_,_13248_,1.405773
_13449_,_13312_,1.405773
_13449_,_13376_,1.405773
_13449_,_13814_,1.405773
_12872_,_13688_,1.411322
_13640_,_13425_,1.416681
_13640_,_13429_,1.417930
_13640_,_13427_,1.417933
_12872_,_13704_,1.444616
_13964_,_12877_,1.453885
_13509_,_13568_,1.463452
_13509_,_13567_,1.466002
_13449_,_13343_,1.468592
_13449_,_13279_,1.468600
_13449_,_14026_,1.468600
_13449_,_13215_,1.468602
_13449_,_13957_,1.468602
_13449_,_14068_,1.468602
_13449_,_14100_,1.468602
_13449_,_14164_,1.468602
_13449_,_14228_,1.468603
_13449_,_14327_,1.468602
_13899_,_13599_,1.472713
_13449_,_12859_,1.473160
_13449_,_13183_,1.473236
_13449_,_12927_,1.473239
_13449_,_13055_,1.473239
_13449_,_14423_,1.483761
_13449_,_14196_,1.483828
_13449_,_13925_,1.483838
_13449_,_14132_,1.483838
_13449_,_14260_,1.483838
_13449_,_14295_,1.483838
_12872_,_13709_,1.488950
_13449_,_12959_,1.490257
_13449_,_12991_,1.490257
_13449_,_13023_,1.490257
_13449_,_13087_,1.490257
_13449_,_13119_,1.490257
_13449_,_13151_,1.490257
_13449_,_13247_,1.490257
_13449_,_13311_,1.490257
_13449_,_13375_,1.490257
_13449_,_13813_,1.490257
_13728_,_14041_,1.495485
_12872_,_13687_,1.502070
_12866_,_13659_,1.502717
_12866_,_13660_,1.502717
_13899_,_13594_,1.505196
_13640_,_13424_,1.506010
_13640_,_13428_,1.508398
_12866_,_13651_,1.509564
_12866_,_13647_,1.509597
_12866_,_13648_,1.509597
_12866_,_13649_,1.509597
_13640_,_13430_,1.511243
_13674_,_13485_,1.518344
_12866_,_13646_,1.519942
_13728_,_14040_,1.521277
_13640_,_13432_,1.532925
_12866_,_13671_,1.535182
_12866_,_13650_,1.535444
_13449_,_14360_,1.543377
_13728_,_14039_,1.545129
_12866_,_13641_,1.548637
_12866_,_13643_,1.548637
_12866_,_13644_,1.548637
_12866_,_13645_,1.548637
_13509_,_13559_,1.558829
_12866_,_13867_,1.559641
_12872_,_13691_,1.573051
_12866_,_14033_,1.573738
_13640_,_13423_,1.579120
_13964_,_12873_,1.579959
_13964_,_12874_,1.579959
_12872_,_13700_,1.584429
_13640_,_13426_,1.586268
_13449_,_13342_,1.588160
_13449_,_13278_,1.588167
_13449_,_14025_,1.588167
_13449_,_13214_,1.588170
_13449_,_13956_,1.588170
_13449_,_14067_,1.588170
_13449_,_14099_,1.588170
_13449_,_14163_,1.588170
_13449_,_14227_,1.588171
_13449_,_14326_,1.588170
_13449_,_12858_,1.592728
_13449_,_13182_,1.592803
_13449_,_12926_,1.592807
_13449_,_13054_,1.592807
_13449_,_14422_,1.603329
_13449_,_14195_,1.603396
_13449_,_13924_,1.603406
_13449_,_14131_,1.603406
_13449_,_14259_,1.603406
_13449_,_14294_,1.603406
_13449_,_12958_,1.609825
_13449_,_12990_,1.609825
_13449_,_13022_,1.609825
_13449_,_13086_,1.609825
_13449_,_13118_,1.609825
_13449_,_13150_,1.609825
_13449_,_13246_,1.609825
_13449_,_13310_,1.609825
_13449_,_13374_,1.609825
_13449_,_13812_,1.609825
_13640_,_13431_,1.617826
_13449_,_14359_,1.624516
_13899_,_13585_,1.629680
_13899_,_13593_,1.635235
_13509_,_13566_,1.642442
_13509_,_13565_,1.657228
_13674_,_13482_,1.659710
_13728_,_14042_,1.664384
_13449_,_13341_,1.671535
_13449_,_13277_,1.671542
_13449_,_14024_,1.671542
_13449_,_13213_,1.671545
_13449_,_13955_,1.671545
