run_id,placement_id,design_name,aspect_ratio,core_util,density,synth_strategy,io_mode,time_driven,routability_driven,cts_max_wire,cts_buf_dist,cts_cluster_size,cts_cluster_dia,skew_setup,skew_hold,setup_slack,hold_slack,setup_tns,hold_tns,setup_vio_count,hold_vio_count,power_total,wirelength,utilization,clock_buffers,clock_inverters,timing_repair_buffers,def_path,saif_path,timing_path_csv
0,ethmac_run_20260309_104844,ethmac,1.4,63,0.86,DELAY 0,1,1,0,150,117,22,62,0.843082,-0.831937,1.72478,-0.271866,0,-219.97,0,8675,0.069402,1142560,0.667499,681,63,604,../dataset_with_def/placement_files/ethmac_run_20260309_104844/ethmac.def,../dataset_with_def/placement_files/ethmac_run_20260309_104844/ethmac.saif,../dataset_with_def/placement_files/ethmac_run_20260309_104844/timing_paths.csv
1,ethmac_run_20260309_104844,ethmac,1.4,63,0.86,DELAY 0,1,1,0,131,125,17,58,0.993972,-0.952191,1.75578,-0.34065,0,-257.942,0,8763,0.0701131,1154320,0.668981,848,61,604,../dataset_with_def/placement_files/ethmac_run_20260309_104844/ethmac.def,../dataset_with_def/placement_files/ethmac_run_20260309_104844/ethmac.saif,../dataset_with_def/placement_files/ethmac_run_20260309_104844/timing_paths.csv
2,ethmac_run_20260309_104844,ethmac,1.4,63,0.86,DELAY 0,1,1,0,233,126,16,54,0.740203,-0.709503,1.72496,-0.201381,0,-260.978,0,8758,0.0704934,1161340,0.669581,835,78,604,../dataset_with_def/placement_files/ethmac_run_20260309_104844/ethmac.def,../dataset_with_def/placement_files/ethmac_run_20260309_104844/ethmac.saif,../dataset_with_def/placement_files/ethmac_run_20260309_104844/timing_paths.csv
3,ethmac_run_20260309_104844,ethmac,1.4,63,0.86,DELAY 0,1,1,0,133,103,25,44,0.877013,-0.82085,1.72319,-0.313738,0,-198.887,0,8475,0.0745934,1182140,0.675788,782,431,604,../dataset_with_def/placement_files/ethmac_run_20260309_104844/ethmac.def,../dataset_with_def/placement_files/ethmac_run_20260309_104844/ethmac.saif,../dataset_with_def/placement_files/ethmac_run_20260309_104844/timing_paths.csv
4,ethmac_run_20260309_104844,ethmac,1.4,63,0.86,DELAY 0,1,1,0,166,133,22,52,0.900091,-0.894881,1.75682,-0.342575,0,-218.983,0,8602,0.0710347,1152170,0.67017,742,200,604,../dataset_with_def/placement_files/ethmac_run_20260309_104844/ethmac.def,../dataset_with_def/placement_files/ethmac_run_20260309_104844/ethmac.saif,../dataset_with_def/placement_files/ethmac_run_20260309_104844/timing_paths.csv
5,ethmac_run_20260309_104844,ethmac,1.4,63,0.86,DELAY 0,1,1,0,191,91,18,60,0.770535,-0.743111,1.7372,-0.164281,0,-248.442,0,8734,0.0698696,1152470,0.668442,790,55,604,../dataset_with_def/placement_files/ethmac_run_20260309_104844/ethmac.def,../dataset_with_def/placement_files/ethmac_run_20260309_104844/ethmac.saif,../dataset_with_def/placement_files/ethmac_run_20260309_104844/timing_paths.csv
6,ethmac_run_20260309_104844,ethmac,1.4,63,0.86,DELAY 0,1,1,0,259,101,14,53,0.706602,-0.571665,1.73478,-0.182768,0,-271.751,0,8735,0.0724269,1183520,0.672421,963,46,604,../dataset_with_def/placement_files/ethmac_run_20260309_104844/ethmac.def,../dataset_with_def/placement_files/ethmac_run_20260309_104844/ethmac.saif,../dataset_with_def/placement_files/ethmac_run_20260309_104844/timing_paths.csv
7,ethmac_run_20260309_104844,ethmac,1.4,63,0.86,DELAY 0,1,1,0,245,91,29,58,0.777547,-0.678764,1.73667,-0.168576,0,-173.022,0,8493,0.0693433,1122070,0.667606,554,220,604,../dataset_with_def/placement_files/ethmac_run_20260309_104844/ethmac.def,../dataset_with_def/placement_files/ethmac_run_20260309_104844/ethmac.saif,../dataset_with_def/placement_files/ethmac_run_20260309_104844/timing_paths.csv
8,ethmac_run_20260309_104844,ethmac,1.4,63,0.86,DELAY 0,1,1,0,264,103,20,46,0.711174,-0.68286,1.77772,-0.326175,0,-228.359,0,8601,0.0737165,1178590,0.674202,841,256,604,../dataset_with_def/placement_files/ethmac_run_20260309_104844/ethmac.def,../dataset_with_def/placement_files/ethmac_run_20260309_104844/ethmac.saif,../dataset_with_def/placement_files/ethmac_run_20260309_104844/timing_paths.csv
9,ethmac_run_20260309_104844,ethmac,1.4,63,0.86,DELAY 0,1,1,0,165,108,24,36,0.864354,-0.84349,1.71352,-0.185941,0,-218.72,0,8314,0.0810244,1279600,0.686198,1130,690,604,../dataset_with_def/placement_files/ethmac_run_20260309_104844/ethmac.def,../dataset_with_def/placement_files/ethmac_run_20260309_104844/ethmac.saif,../dataset_with_def/placement_files/ethmac_run_20260309_104844/timing_paths.csv
