launch_flop,capture_flop,slack
_11071_,_10902_,0.984153
_11071_,_10904_,1.037008
_11071_,_10903_,1.060853
_11071_,_10896_,1.068269
_11071_,_10899_,1.081292
_11071_,_10898_,1.090436
_11071_,_10901_,1.097869
_11071_,_10900_,1.100312
_11360_,_10273_,1.156472
_11071_,_10897_,1.169980
_11360_,_10277_,1.172691
_11360_,_10268_,1.194850
_11071_,_10890_,1.228998
_11360_,_10274_,1.234940
_11071_,_10892_,1.243602
_10847_,_10261_,1.245268
_10847_,_10329_,1.245268
_10847_,_10361_,1.245268
_10847_,_10425_,1.245268
_10847_,_10489_,1.245268
_10847_,_10521_,1.245268
_10847_,_10553_,1.245268
_10847_,_10649_,1.245268
_10847_,_10681_,1.245268
_10847_,_10713_,1.245268
_10847_,_10745_,1.245268
_10847_,_10777_,1.245268
_10847_,_11215_,1.245268
_10847_,_11327_,1.245268
_10847_,_11359_,1.245268
_10847_,_11428_,1.245268
_10847_,_11534_,1.245268
_10847_,_11566_,1.245268
_10847_,_11598_,1.245268
_10847_,_11630_,1.245268
_10847_,_11697_,1.245268
_10847_,_11729_,1.245268
_10847_,_11761_,1.245268
_10847_,_11825_,1.245268
_11360_,_10279_,1.247070
_10847_,_10585_,1.254857
_10847_,_11502_,1.254857
_10847_,_10393_,1.254904
_10847_,_11662_,1.254904
_10847_,_10617_,1.254933
_10847_,_11470_,1.254943
_10847_,_10457_,1.254978
_11360_,_10278_,1.256704
_11071_,_10895_,1.279507
_11071_,_10894_,1.281017
_11071_,_10891_,1.319439
_10847_,_10260_,1.361116
_10847_,_10328_,1.361116
_10847_,_10360_,1.361116
_10847_,_10424_,1.361116
_10847_,_10488_,1.361116
_10847_,_10520_,1.361116
_10847_,_10552_,1.361116
_10847_,_10648_,1.361116
_10847_,_10680_,1.361116
_10847_,_10712_,1.361116
_10847_,_10744_,1.361116
_10847_,_10776_,1.361116
_10847_,_11214_,1.361116
_10847_,_11326_,1.361116
_10847_,_11358_,1.361116
_10847_,_11427_,1.361116
_10847_,_11533_,1.361116
_10847_,_11565_,1.361116
_10847_,_11597_,1.361116
_10847_,_11629_,1.361116
_10847_,_11696_,1.361116
_10847_,_11728_,1.361116
_10847_,_11760_,1.361116
_10847_,_11824_,1.361116
_10847_,_10356_,1.361977
_10847_,_11529_,1.361977
_10847_,_10256_,1.361994
_10847_,_10324_,1.361994
_10847_,_10420_,1.361994
_10847_,_10484_,1.361994
_10847_,_10516_,1.361994
_10847_,_10548_,1.361994
_10847_,_10644_,1.361994
_10847_,_10676_,1.361994
_10847_,_10708_,1.361994
_10847_,_10740_,1.361994
_10847_,_10772_,1.361994
_10847_,_11210_,1.361994
_10847_,_11322_,1.361994
_10847_,_11354_,1.361994
_10847_,_11423_,1.361994
_10847_,_11561_,1.361994
_10847_,_11593_,1.361994
_10847_,_11625_,1.361994
_10847_,_11692_,1.361994
_10847_,_11724_,1.361994
_10847_,_11756_,1.361994
_10847_,_11820_,1.361994
_11360_,_10271_,1.362825
_11071_,_10893_,1.365203
_11360_,_10293_,1.370575
_10847_,_10456_,1.370869
_10847_,_10616_,1.370875
_10847_,_11469_,1.370878
_10847_,_10584_,1.370885
_10847_,_11501_,1.370885
_10847_,_10392_,1.370933
_10847_,_11661_,1.370932
_10847_,_11497_,1.371818
_10847_,_10388_,1.371866
_10847_,_11657_,1.371865
_10847_,_10612_,1.371894
_10847_,_11465_,1.371904
_10847_,_10580_,1.371933
_10847_,_10452_,1.371940
_10907_,_10958_,1.377460
_10847_,_10258_,1.385642
_10847_,_10326_,1.385642
_10847_,_10358_,1.385642
_10847_,_10422_,1.385642
_10847_,_10486_,1.385642
_10847_,_10518_,1.385642
_10847_,_10550_,1.385642
_10847_,_10646_,1.385642
_10847_,_10678_,1.385642
_10847_,_10710_,1.385642
_10847_,_10742_,1.385642
_10847_,_10774_,1.385642
_10847_,_11212_,1.385642
_10847_,_11324_,1.385642
_10847_,_11356_,1.385642
_10847_,_11425_,1.385642
_10847_,_11531_,1.385642
_10847_,_11563_,1.385642
_10847_,_11595_,1.385642
_10847_,_11627_,1.385642
_10847_,_11694_,1.385642
_10847_,_11726_,1.385642
_10847_,_11758_,1.385642
_10847_,_11822_,1.385642
_11360_,_10270_,1.388321
